pokemon,rockyhelmet,lightclay,leppaberry,nothing,colburberry,psychicmemory,nevermeltice,airballoon,lifeorb,blackglasses,aguavberry,weaknesspolicy,icyrock,kingsrock,heavydutyboots,choicespecs,leftovers,choicescarf,twistedspoon,wiseglasses,heatrock,focussash,eviolite,figyberry,zoomlens,oddincense,flameorb,thunderstone,lovesweet,chopleberry,salacberry,friendball,blackbelt,chestoberry,firestone,assaultvest,icestone,expertbelt,waterstone,redcard,quickclaw,enigmaberry,silkscarf,ghostmemory,ejectbutton,metronome,sunstone,stickybarb,electirizer,moonstone,sitrusberry,iapapaberry,custapberry,choiceband,normalgem,wacanberry,fightingmemory,tr62,psychicseed,scopelens,payapaberry,seaincense,waveincense,wikiberry,muscleband,adrenalineorb,magoberry,bigroot,damprock,absorbbulb,widelens,berryjuice,mysticwater,liechiberry,focusband,blunderpolicy,lumberry,brightpowder,shellbell,petayaberry,mentalherb,yacheberry,razorclaw,electricseed,sharpbeak,adamantorb,marangaberry,safetygoggles,magnet,cellbattery,cheriberry,shedshell,silverpowder,bugmemory,chartiberry,throatspray,grassyseed,starfberry,powerherb,whiteherb,powerweight,crackedpot,toxicorb,tr96,laxincense,fullincense,pechaberry,pixieplate,spelltag,chippedpot,blacksludge,ironball,rowapberry,kasibberry,tangaberry,utilityumbrella,leafstone,keeberry,pokeball,ringtarget,luminousmoss,roomservice,terrainextender,hardstone,apicotberry,protectivepads,roseliberry,gripclaw,lansatberry,darkmemory,cobaberry,energypowder,oranberry,micleberry,jabocaberry,passhoberry,rockincense,rindoberry,dragonfang,roseincense,steelmemory,poisonbarb,souldew,sachet,mistyseed,grepaberry,grassmemory,miracleseed,lightball,occaberry,tr43,tr88,laggingtail,kebiaberry,safariball,rarebone,groundmemory,rockmemory,persimberry,bindingband,fastball,heavyball,softsand,smoothrock,tr67,flyingmemory,shucaberry,deepseascale,masterball,beastball,ganlonberry,whippeddream,babiriberry,ejectpack,metalcoat,quickball,snowball,watermemory,leek,healball,fairymemory,qualotberry,ovalstone,habanberry,dawnstone,berrysweet,metalpowder,charcoal,tr50,diveball,flowersweet,chilanberry,powerbracer,icememory,quickpowder,tr71,rustedsword,loveball,ultraball,dragonmemory,tr98,premierball,destinyknot,lustrousorb,tr15,rawstberry,aspearberry,poisonmemory,machobrace,rustedshield,blukberry,firememory,powerband,electricmemory,tr97,powerlens,sportball,goldbottlecap,greatball,kelpsyberry,prismscale,cloversweet,reapercloth,protector,griseousorb,tr86,pinapberry,floatstone,galaricacuff,dragonscale,thickclub,deepseatooth,fossilizedbird,burndrive,dreamball,tr33,shockdrive,moonball,lureball,dousedrive,poweranklet,sweetapple,tr08,tr84,chilldrive,powerbelt,tr66,parkball,repeatball,tr39,tr44,duskstone,cherishball,luxuryball,starsweet,tr60,tr99,hondewberry,tr06,upgrade,tr36,tr38,tr02,tr00,tr11,tr20,shinystone,tr28,tr87,tr53,fossilizeddrake,bottlecap,tr93,duskball,tr05,tr18,tr47,fossilizeddino,tr03,magmarizer,tr49,tr04,tr30,tartapple,tr65,tr10,netball,tr64,tr40,timerball,tr58,nestball,tr68,tamatoberry,ribbonsweet,levelball
Rhydon,17.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,29.0,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drampa,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,648.0,0.0,87.0,47.0,0.0,0.0,96.0,746.0,1050.0,41.0,0.0,44.0,0.0,30.0,2.0,9.0,25.0,0.0,0.0,0.0,0.0,56.0,66.0,0.0,0.0,13.0,0.0,331.0,0.0,48.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,132.0,4.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,39.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,8.0,5.0,0.0,2.0,12.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotom-Mow,134.0,102.0,0.0,24.0,0.0,0.0,0.0,2.0,242.0,0.0,92.0,20.0,0.0,13.0,554.0,1695.0,1923.0,3355.0,0.0,16.0,0.0,233.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,61.0,0.0,22.0,0.0,4.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,0.0,0.0,66.0,90.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0,1.0,1.0,2.0,59.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,12.0,0.0,25.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandslash-Alola,152.0,43.0,0.0,43.0,0.0,0.0,341.0,56.0,5517.0,0.0,21.0,64.0,72.0,85.0,574.0,7.0,368.0,178.0,0.0,0.0,0.0,1020.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,4.0,5.0,0.0,0.0,225.0,0.0,403.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,3.0,8.0,582.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,42.0,15.0,0.0,8.0,0.0,5361.0,3.0,2.0,8.0,6.0,5.0,12.0,17.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torkoal,992.0,0.0,0.0,268.0,0.0,0.0,0.0,327.0,99.0,0.0,160.0,33.0,0.0,0.0,3496.0,1556.0,2561.0,16.0,0.0,0.0,44216.0,479.0,3.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,58.0,0.0,871.0,0.0,74.0,0.0,8.0,89.0,0.0,0.0,0.0,393.0,1.0,7.0,0.0,0.0,0.0,146.0,206.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,3.0,10.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,14.0,21.0,0.0,8.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,865.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regigigas,123.0,2.0,0.0,86.0,0.0,0.0,0.0,6.0,402.0,0.0,218.0,112.0,0.0,12.0,51.0,249.0,4127.0,42.0,0.0,1.0,0.0,69.0,17.0,22.0,5.0,0.0,35.0,0.0,0.0,62.0,34.0,0.0,2.0,184.0,0.0,325.0,0.0,50.0,0.0,9.0,16.0,0.0,33.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,47.0,84.0,0.0,142.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,42.0,114.0,43.0,153.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tentacruel,294.0,16.0,0.0,84.0,0.0,0.0,1.0,391.0,395.0,2.0,130.0,36.0,0.0,1.0,433.0,142.0,2048.0,135.0,0.0,91.0,0.0,272.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,62.0,0.0,1636.0,0.0,115.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,19.0,59.0,0.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,3.0,15.0,17.0,0.0,47.0,0.0,11.0,175.0,2.0,10.0,0.0,39.0,0.0,0.0,6.0,6.0,43.0,4.0,0.0,21.0,0.0,3.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,13750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lickilicky,33.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,87.0,0.0,64.0,6.0,0.0,3.0,14.0,6.0,825.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,86.0,0.0,70.0,0.0,34.0,0.0,13.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,161.0,174.0,396.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,129.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tapu Fini,1381.0,2363.0,0.0,507.0,0.0,0.0,0.0,27.0,1214.0,0.0,1952.0,540.0,0.0,2.0,2508.0,4956.0,144412.0,43457.0,0.0,78.0,0.0,443.0,27.0,158.0,11.0,0.0,51.0,0.0,0.0,0.0,569.0,0.0,0.0,93.0,0.0,3145.0,0.0,370.0,4.0,58.0,108.0,0.0,0.0,0.0,47.0,37.0,0.0,56.0,0.0,0.0,880.0,278.0,49.0,217.0,0.0,47.0,0.0,0.0,18.0,2.0,0.0,45.0,21.0,762.0,0.0,54.0,133.0,216.0,36.0,4.0,70.0,0.0,367.0,0.0,2.0,136.0,13.0,17.0,191.0,0.0,54.0,0.0,0.0,0.0,2.0,0.0,117.0,9.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,2.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,156.0,0.0,3.0,14.0,76.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,120.0,0.0,0.0,1075.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,974.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Necrozma,108.0,13.0,0.0,55.0,62.0,1.0,0.0,6.0,340.0,4.0,195.0,3844.0,0.0,0.0,108.0,139.0,2629.0,233.0,219.0,15.0,0.0,133.0,4.0,5.0,0.0,181.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,421.0,0.0,233.0,0.0,137.0,0.0,13.0,47.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,55.0,27.0,16.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,188.0,7.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,157.0,3.0,16.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
