pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Tauros,1628081,8227,,,2.61869e-05,0.0,0.0002716382,,0.0,0.0,0.0,0.0002478841,,,,1.05e-08,3.8e-09,,0.0,0.0,0.0083001398,,2.1713142535,,,0.0006179413,4.0522e-06,,,0.0,,0.0,,0.0008424734,0.0017124185,0.0,0.0,0.0,,3.023e-07,,3.444e-07,,,,,3.4659e-06,0.0,,,,0.0,0.0,,,,,,2.6e-09,0.0,,0.0,,,4e-10,0.0,0.0092296763,3e-10,,,,,,,,,0.0,,,,,,,,,,,,,,,,4.06e-08,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,1628081,26727,,,0.0,,0.0,,0.0262992678,1.487e-07,1.33228e-05,0.0024424944,,,,0.019178633,,0.0,0.0,,1.199e-07,0.0032954294,1.81872e-05,2.46087e-05,,0.0,0.0010427688,0.0021312648,,0.2877000559,0.0,0.0,0.0051540234,0.0336579544,0.2485377395,0.0042288682,0.0,0.0,,0.2288320877,7.75e-08,,3e-10,0.0,,,0.0017939041,,7.4e-09,,1.1600447679,0.0,0.0,5.754e-07,,,0.0,,0.0422140619,0.0,0.0002357035,0.0012190955,,0.0015498317,0.000158331,1.04497e-05,0.008681392,,,6.212e-07,,0.0,,,,,,,,,,,0.0016722774,0.0,,0.0027715232,,,,,,,0.0,,,0.7227145528,,12.3474950879,,,0.019666481,7.3565e-06,,0.0,,0.0,,,0.0,,,,1.11e-08,,,0.0153821248,,,1.9143847167,0.0003900526,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,1628081,266608,,,0.0003131758,,5.1409e-06,,118.8294171931,0.0001018541,6.3985e-06,0.0006022435,,,,3.3e-09,0.0002230088,0.0010671459,2.0895e-06,0.0,2.1553464305,0.0131109532,0.0329158086,0.0,0.0,0.0001523788,0.0757116994,0.0,,0.0128579978,8.024e-07,,6.6235e-06,185.3226801277,2.4458e-06,2.0182744995,1.6201e-06,0.0,,11.9008683684,0.2210205197,0.0,0.0390743981,0.0078382768,9.51e-08,3.18e-08,0.0619726609,0.0,0.1246970323,0.0,0.0093254786,0.0,,2.27786e-05,0.0,0.0,0.0,4.28457e-05,0.0492890823,0.7020062668,0.0080687058,1e-10,,0.0,0.0,8.4969e-06,1.51e-08,0.0,0.0005963632,0.0043151345,3.39927e-05,,,0.0,,,2.30945e-05,,0.0,5.89703e-05,,,0.2681971672,0.0,,0.1725000765,0.0,25.7865249314,,,0.0,,,0.0103750312,,0.9043018595,0.0,0.0119273969,1.367e-07,,0.0,,1.59607e-05,,,0.0,0.0,,,0.0366137556,4e-10,,0.0750153202,5.89e-08,7.262e-06,,2.91e-08,,0.0,,,,,0.0,,,,,0.0,,,0.0012927768,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0002386863,1.7135530115,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1628081,97020,,,0.0003078441,,0.0002328481,,1.1098e-06,0.0,0.0042805063,3.97183e-05,,,,,,0.0,0.0059582871,0.0,0.3383253028,,129.8697326654,,,1.4230426768,0.0051171216,0.0,,0.0016926615,0.0025197152,0.0,,1.223930114,0.3735921125,0.0327120745,0.073414289,1.407e-07,,7.1896686435,0.0,0.0196839026,1.78887e-05,4.227e-07,,,0.001149434,,0.0,,,0.0182556072,0.0,0.0,,0.0398848811,0.0,0.4907729272,0.0001346462,0.1170288077,0.0,0.0001351989,,0.0,0.0,0.0,2.9182570714,,,0.0005358601,,0.0,0.0,,,,1.3409e-06,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,,1.5e-09,0.0,,,,,,0.0003203959,,0.0005421261,,9.6289e-06,,,,0.0,,,,8.20911e-05,,,0.0025404398,0.0,1e-10,,1.2357e-06,0.0,,8.8e-09,,,,,,,0.0,,,,0.0,1.32e-08,,,,,,,,0.0,,,0.0,2.39033e-05,,,,0.0,,,,2.6615e-06,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1628081,65486,0.0,,4.37686e-05,8e-10,0.0004210891,,0.0209760923,0.0,0.0019878651,0.2317147202,0.0,,,,4.46e-08,0.0001269195,8.71046e-05,,0.3557427378,4.416e-06,2.3098783365,,1.32172e-05,0.0069112736,0.0002605298,,,0.0524324899,0.0,0.0,,10.0735031251,2.8600250744,0.3318620057,5.02538e-05,0.0,,0.13295584,0.0,0.0,0.0038187326,1.8582e-05,,,0.0004855161,0.0,1.30625e-05,,,0.0,0.0003332987,,,0.0004355676,,,0.0211200602,1.6650754409,9.4663e-06,4.32912e-05,0.0,0.0,9.4133e-06,,1.0770689851,,0.0,0.0,0.0,,0.0297176864,0.0,0.0,0.0,0.0,1.50083e-05,0.0,0.0,,0.0001186935,0.0042576425,,,,1.00473e-05,,,0.0,0.0,6.16e-08,1.64144e-05,,0.0,6.73e-08,0.0008230338,,,,0.0,,0.0015676616,,0.0,0.0,1.0323e-06,0.0,,,5.8141e-06,,,0.0005637023,,,,,,,0.0,,,,,,,,,0.0,,,,8e-07,,0.0,,,,,1e-10,,,,,,,,,,,,0.0036144609,,3.0947e-06,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,6.756e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-10,,0.0,,0.0,,,,,,,,,,2.9904e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1628081,21205,,,,,5.202e-07,,2.86e-08,0.0040486393,1.7944e-06,1.53683e-05,,,,,,2.3483e-06,0.0,,0.001201045,,15.3636772502,,,0.0349331499,0.0006849862,1e-09,,0.0005314638,0.0,0.0,,41.2449959028,0.0006924396,0.0,0.0,0.0,3.35963e-05,0.0033023461,,7.387e-07,0.0,0.0,,,1.5336e-05,,0.0004727523,,,0.0,,,,0.0,,0.4176187797,0.0,0.0004937738,0.0,,,2.4929e-06,0.0,,0.0349475085,,,0.0,,,,2e-10,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,1.2399e-06,,3.77746e-05,,,,,,0.0,,,,,,,0.0,,4.6938e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033191434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1628081,48561,,,0.0014092413,0.0,1.30114e-05,,0.032975895,0.0003842938,0.0223797827,0.0558773109,,,,5.36739e-05,0.0,0.0009044492,0.0099554664,0.0,0.427449273,2.92337e-05,0.4015399354,0.0,0.0,0.1200209674,0.0008564888,0.0002966652,0.0,0.662837429,2.503e-05,0.0,0.0,0.0048617677,0.0480986623,1.33911e-05,0.00221505,0.0,,0.5781267916,1.7412e-06,0.5937935904,0.0,0.0033889927,0.0009401505,0.0,0.0007619409,0.0,2.25006e-05,0.0,0.0064853718,9.29e-08,0.0,4.3379e-06,,0.0003149637,1.8746e-06,0.0,0.01442334,0.0001836478,0.0114134137,0.0,,0.0,2.81821e-05,0.0079168948,0.4534282989,0.0111612555,,0.0,0.0,,,1.20533e-05,,,0.0,,,4.46e-08,,,,0.0,,,,0.0061367744,,,,,,0.0,,0.0,,0.0049323267,,0.0,0.0662439829,,,,,,0.0,,0.0129709387,,1.244e-07,,,0.0064550819,0.0002616067,0.1887573253,,,0.0,3e-10,0.0,,,0.0,,7.9e-09,,,,,0.0,,,,,,1.434e-07,,,,,0.0,,,,3.013e-07,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,4.09e-08,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1628081,33460,,,1.23721e-05,,0.0008281635,,0.0015610305,0.0015661001,0.0,0.0883339486,0.0,,,4e-08,,0.0,0.0001518169,0.0244877595,0.0038342986,,17.9605130347,,,0.002419302,0.0397535808,0.002269794,0.0,0.0099448865,0.0001404607,0.0,,0.0006495179,0.3916148425,3.93841e-05,8.6069e-06,0.0040911815,,0.0608822827,0.0,0.0003928107,0.0,4.96138e-05,,,0.0098122447,,0.0,,,0.0,0.0227987126,,,0.0416894567,,,0.0030734541,1.9204861885,7.5885e-06,,,0.0,1.74e-08,,0.0457068931,,,0.0,,,0.0,,,,1.01e-08,,0.0,,,9e-10,,,,,,,,0.0,,0.0017699641,2.135e-06,,,,,0.0,,,0.0,,0.0012344625,,,,0.0,,,,,,,0.0032579811,,,,,,,0.0,0.0,,,,,,,,9.1543e-06,0.0,,,0.0,,,0.0,,,,0.0003538158,,,0.0,,0.0,,,,,,,0.0018545832,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,1628081,11627,0.0,,,,0.0,,0.0005878661,0.0,,0.1269087482,,,,,,0.0,0.0,0.0,0.0016213,0.0,0.0511450571,,,0.000236873,1.8197e-06,,,2.8327e-06,,,6.09115e-05,0.5363973718,0.0015415474,0.0981760081,0.0001715872,0.0,,0.0010962496,0.0,,0.0,0.0003546443,,1.10971e-05,3.62038e-05,,,,,0.0,,,,0.0,0.0,6.86634e-05,1e-10,0.0,0.0005777357,,0.062231692,5.99605e-05,0.0,0.0,2.80929e-05,0.0,,0.0,,,,,,,,2.458e-07,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0022475084,1.63127e-05,4.37914e-05,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1628081,14297,,,0.0,,0.0007745834,,0.0,0.0,2e-10,0.0035860657,,,,,,0.0,0.0,0.0891960471,5.72663e-05,,0.0013596902,,,1.43e-08,4.15058e-05,0.0,,0.0053153365,0.0,,,0.0002265338,0.0018668792,,0.0,0.0026554702,,0.0027040718,0.0,0.0,2.147e-07,0.0,,0.0,7.6135e-06,0.0,0.0,,,0.0,0.1019931367,,,0.0,,,0.0,4.8e-09,1e-10,,,,,0.0,0.3558450927,0.012566196,,0.0,0.0831775527,3.68e-08,,0.1599504949,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0154452295,,0.0,,,,,,0.0,,0.0,,0.0444524055,0.0,,1.082e-07,,,0.0,,,0.0,,,,,,,0.0004285071,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,1.4e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,1628081,37844,0.0,,,2.73e-08,0.0,,3.64919e-05,,0.0,0.0,,,,0.0001206949,,,,,4.06922e-05,2.56518e-05,6e-10,,,0.0,0.0,,,0.0,,,0.0,0.0002262264,0.0,1.261e-07,,,,0.043964006,0.0,,0.0,0.0,,,0.0,4e-10,11.0756144092,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0001300292,,1.88419e-05,,,,,,,,,,,,,0.0,,,,3.731e-07,,,,,,,,,,,0.0,,,0.0959535079,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,3.06549e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,1628081,260608,,,2.7e-08,0.0020052896,0.0,0.0,0.3039276774,8.4889e-06,0.0008859367,0.0022375507,0.0,,,2.4e-09,0.0,0.0009852559,0.3044116779,0.0,41.2775961553,,1.9903827162,0.0,1.04377e-05,0.8726528258,0.0260883183,1.87705e-05,,0.0591151353,0.0060898406,,,0.0054511223,0.0195383943,0.0322141316,0.0,0.0,1.5e-09,65.0817799482,0.0,1.7606e-06,2.8e-09,0.2814953176,,,0.0460320149,,0.0028987554,,0.0,0.0041425032,0.0,0.0,0.0,0.047517634,0.0,0.0,0.044917062,0.0008871545,0.0006400712,1.81229e-05,0.0,0.0001701053,0.0313303781,26.2848225513,182.1789815373,8.74544e-05,,0.0,0.0001098722,0.0,,0.0,,,6.7733215259,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0009335874,,,1.59e-08,,5e-10,0.0,,0.0,2.293e-07,,0.0010143041,0.000194899,0.0,0.0,5.6e-09,0.0,0.0,0.0,0.0599486773,,3.68202e-05,0.0,0.0655848474,0.5104649866,,0.3191693618,,,,0.0079351992,0.0,,,1e-10,,,,,,,,,0.0,0.0,,0.0,0.0001415426,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,3.48084e-05,,,,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,,1.4614e-06,,,,,,,0.0,,,,5.308e-05,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,1628081,83015,,,0.0054210925,3.01925e-05,0.0076973106,,3.99327e-05,0.0,0.0003490912,0.1128199452,2.46099e-05,,,,,0.0,,,0.0033156259,,125.5235883037,,,0.0177228423,0.0002926735,0.0,,0.0019108059,0.0,0.0,,0.1560416893,0.0262990506,0.0441492492,0.0034441163,0.0002636205,,0.0121559626,0.0,,,3.67123e-05,,,0.0005871749,,9.98806e-05,,2.26e-08,1.47295e-05,0.0,1.898e-07,0.0,0.0,0.0,,0.0,0.9208443285,3.955e-07,0.0094505492,,3.5946e-06,,0.0,33.8997614984,,0.0,,0.0,0.0,,,,,0.0011731527,,3.4113492782,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,1.3675e-06,,,,,,0.0,,1.7e-09,,0.0,,,0.8223588828,,,0.1870098916,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,2.06418e-05,8.10225e-05,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,1628081,15055,,,0.0,0.0006191719,1.8536e-06,0.0034373183,0.000105183,0.0,0.0,0.0009087335,,,,0.0,,3.616e-07,,2.09751e-05,0.0642865766,,0.1012308977,,,0.257968969,0.0042727813,,,0.0,0.0,0.0,,0.0099354049,0.220605303,0.0042069975,0.0,,0.0,0.0404427187,,,,0.0001445127,,,3.43173e-05,,0.0,,,2.8387e-06,,,,5.45226e-05,,0.0002188143,0.0001197946,0.0001055099,2.554e-07,,,,0.0,,0.1366824133,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.5734e-06,3.06e-08,,0.0046118131,,,,,,,0.0,,,,,,0.0004808777,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1e-10,,0.0,,,,,,9.7e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,1628081,100486,,,0.0,0.2796197684,0.0030849783,,0.0027358132,2.48e-08,0.0001290629,12.9367887662,0.0,,,,,8e-10,1.27431e-05,2e-10,15.1263563762,0.0,24.3629408111,,,1.7396301276,0.001463142,,,0.0067423142,0.0146085844,0.0057195152,0.0,0.4582633919,12.9160775344,7.65765e-05,3.94e-07,,0.7178655992,0.3417562426,0.0,,,0.260294427,,2.14e-08,0.0006100771,,2.8e-09,0.0,,7.0640989412,0.0,,,0.0,3.3e-09,,0.0003027711,1.863e-07,1.58e-08,0.0,,0.0723294281,0.0,0.0046451257,16.05824844,,,,,,,,,,0.0,,,,,,,0.0,,,,,,2.1266881469,,,0.000282453,,,,0.0,2e-10,0.0,,2e-10,,0.0,,,,0.0002324435,0.0,,,0.0,,,2.3528e-06,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,4.071e-07,3.2734e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0002362792,,1.12783e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,1628081,33162,,,,,1.2927e-06,,0.0064497418,5e-10,0.0,2.57618e-05,,,,0.0,0.0,0.0,0.0370718826,,0.9401402582,,0.0049342289,,,0.0005237106,0.0016519126,,,1.633e-07,,0.0,0.0235290746,1.02043e-05,0.0332912976,0.056656485,0.0112710683,0.0,,0.1488557228,2.331e-07,,,9.64e-07,,0.0,2.1162e-05,,1.56984e-05,,,0.0,,0.0,,4.49e-08,,,0.0003076352,0.0,6.684e-07,0.0,,0.0,4.3117e-05,,1.47202e-05,,,0.0039857304,0.0,,0.0005628377,0.0071643614,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0177457555,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,1.713e-07,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,5.08435e-05,,0.0,,,,,,,0.0,7.562e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusknoir,1628081,8810,,,1e-10,,0.0,,5.15e-08,,0.0,0.09731637,,,,3.5173e-06,,2.885e-06,8.8e-09,9.823e-07,0.255125223,0.0,0.00032613,8.71769e-05,,7.6991e-06,4.9326e-06,0.0,,5.899e-07,,,,4.84891e-05,0.0,0.0,0.0,,,0.007353635,0.0039220304,,0.0,1.92771e-05,,,5.7515e-06,,4.20836e-05,2.01573e-05,1.2e-09,0.0,0.0,,0.0,5.38e-08,0.0,0.0,0.0003535708,4e-10,0.0,0.0,,0.0,0.0,0.0,0.2987177183,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,9.77055e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.9e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,1628081,72681,0.0,,3.9065e-06,3e-10,6.0447e-06,,0.0009036748,5.1772e-05,2.18054e-05,0.0352952358,,,,0.0,0.0005855389,0.0010167461,0.0419956386,2.925e-07,0.0509358993,0.0,0.0064107175,4.049e-07,,0.0030310644,0.0156483724,0.0,,6.1e-09,0.0,,,13.4370942248,1.4018697093,0.4765150206,1.508e-07,0.0013468487,,0.6130172932,0.0,0.0,0.0005478456,0.0,,0.0008860706,0.0023602549,,1.3e-08,,0.0654798174,0.0001657158,,2.893e-07,,3.1531e-06,1.28e-08,0.0002564054,0.080705233,0.0,0.0094050791,0.0827474781,0.0,0.0,0.0002556069,,6.5096e-06,,,0.0065461109,,,,,,,,,,,,,0.0,0.0,3.5838e-06,,,,,,,,0.0056080726,,,1.85477e-05,0.0001007569,0.0007698036,,,0.0,,0.0008163188,,,,0.0,,,,2.161e-07,,0.0,,,0.0,,,0.0,,,,,,4.3093e-06,,0.0,,,,,,,0.0017035586,,,,,,,,,,,1.458e-07,,,3.3539e-05,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.38714e-05,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
