pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_psychicseed,Items_petayaberry,Items_chopleberry,Items_floatstone,Items_focussash,Items_magoberry,Items_figyberry,Items_zoomlens,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_ultraball,Items_twistedspoon,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_stickybarb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_adrenalineorb,Items_weaknesspolicy,Items_utilityumbrella,Items_kingsrock,Items_ironball,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_rockyhelmet,Items_leftovers,Items_mentalherb,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_laggingtail,Items_wiseglasses,Items_ejectpack,Items_nothing,Items_focusband,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_sitrusberry,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_leafstone,Items_oranberry,Items_flyingmemory,Items_apicotberry,Items_chestoberry,Items_grassyseed,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_sharpbeak,Items_heavyball,Items_damprock,Items_mistyseed,Items_darkmemory,Items_pechaberry,Items_cellbattery,Items_lightclay,Items_softsand,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_diveball,Items_chartiberry,Items_metalcoat,Items_shucaberry,Items_blackbelt,Items_colburberry,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_powerbracer,Items_machobrace,Items_smoothrock,Items_laxincense,Items_occaberry,Items_powerweight,Items_rockmemory,Items_micleberry,Items_silverpowder,Items_oddincense,Items_firestone,Items_passhoberry,Items_dragonfang,Items_firememory,Items_roseincense,Items_cheriberry,Items_jabocaberry,Items_electricseed,Items_bindingband,Items_charcoal,Items_gripclaw,Items_bugmemory,Items_beastball,Items_miracleseed,Items_bigroot,Items_lansatberry,Items_poweranklet,Items_aspearberry,Items_fullincense,Items_cobaberry,Items_mysticwater,Items_lightball,Items_energypowder,Items_poisonbarb,Items_psychicmemory,Items_electricmemory,Items_starfberry,Items_greatball,Items_babiriberry,Items_magnet,Items_yacheberry,Items_protectivepads,Items_powerbelt,Items_payapaberry,Items_shedshell,Items_blukberry,Items_poisonmemory,Items_spelltag,Items_griseousorb,Items_luminousmoss,Items_persimberry,Items_hardstone,Items_habanberry,Items_fossilizeddino,Items_fightingmemory,Items_quickball,Items_rowapberry,Items_cherishball,Items_rawstberry,Items_tamatoberry,Items_shinystone,Items_leppaberry,Items_moonstone,Items_icememory,Items_nevermeltice,Items_icestone,Items_icyrock,Items_adamantorb,Items_masterball,Items_upgrade,Items_pixieplate,Items_snowball,Items_rindoberry,Items_seaincense,Items_waveincense,Items_deepseatooth,Items_waterstone,Items_loveball,Items_chilanberry,Items_tr93,Items_kebiaberry,Items_safariball,Items_ghostmemory,Items_fairymemory,Items_destinyknot,Items_grepaberry,Items_levelball,Items_cloversweet,Items_fossilizedfish,Items_starsweet,Items_fastball,Items_berrysweet,Items_tr68,Items_powerband,Items_tangaberry,Items_dragonmemory,Items_premierball,Items_powerlens,Items_dawnstone,Items_steelmemory,Items_leek,Items_whippeddream,Items_tr47,Items_burndrive,Items_dragonscale,Items_reapercloth,Items_pinapberry,Items_qualotberry,Items_groundmemory,Items_prismscale,Items_tr84,Items_tr71,Items_galaricacuff,Items_deepseascale,Items_goldbottlecap,Items_tr66,Items_fossilizeddrake,Items_grassmemory,Items_tr09,Items_duskball,Items_electirizer,Items_kelpsyberry,Items_rustedshield,Items_watermemory,Items_quickpowder,Items_metalpowder,Items_healball,Items_thickclub,Items_ovalstone,Items_rarebone,Items_parkball,Items_tr60,Items_souldew,Items_lureball,Items_sachet,Items_protector,Items_shockdrive,Items_crackedpot,Items_tr97,Items_lustrousorb,Items_rustedsword,Items_luxuryball,Items_bottlecap,Items_hondewberry,Items_tr86,Items_magmarizer,Items_fossilizedbird,Items_tr61,Items_pokeball,Items_flowersweet,Items_tr65,Items_chippedpot,Items_dousedrive,Items_tr02,Items_tr99,Items_duskstone,Items_tr69,Items_tr91,Items_strawberrysweet,Items_sweetapple,Items_tr00,Items_dubiousdisc,Items_nestball,Items_pomegberry,Items_thunderstone,Items_tr07,Items_tr74,Items_tr43,Items_tr03,Items_tr27,Items_repeatball,Items_sportball,Items_dreamball,Items_moonball,Items_tr72,Items_tr96,Items_lovesweet,Items_tr54,Items_tr56,Items_tr92,Items_tartapple,Items_sunstone,Items_tr94,Items_tr67,Items_netball,Items_tr05,Items_tr87,Items_tr59,Items_tr36,Items_tr04,Items_tr39,Items_tr26,Items_tr33,Items_tr06,Items_tr51,Items_timerball,Items_tr16,Items_tr64,Items_chilldrive,Items_tr76
Tapu Bulu,1804169,40459,,,,,,,1.31e-08,,0.0,0.0,4.1715e-06,,0.0,,,0.0,0.3104118157,1.2399749304,,,0.0001323267,0.0015771828,,0.0050448173,2.74e-08,,0.0,0.0,0.42448342,0.0,0.000181559,0.0,0.0115324096,14.8525296469,0.0,3.833614311,0.0,0.0,0.0,,,0.0,3.98382e-05,,,,0.0,,,0.0381710988,0.0,2e-10,,0.0,1.4449e-05,0.0298792113,1.8334086703,0.0004625637,0.0011311856,,,0.0,1.60862e-05,0.0,0.0001404569,,,,,,,,0.0023301758,,,1e-10,,,0.0,,,,,0.1733644024,,0.0,,,,,,,0.0,0.0,0.6880232304,8.2679e-06,,,,,,0.0001366427,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0619117773,0.0011892247,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0113297047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33e-08,,,,,,,,,,0.0005602525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,1804169,41548,7.9182e-06,5.0663e-06,0.0,,0.0001764876,,0.0007725709,0.0067488459,0.0400556834,0.0,0.0,0.0210171715,1.18248e-05,0.0,,1.74762e-05,0.4976112463,0.0269990181,6.97643e-05,,0.0044960095,0.0811469126,0.0,0.0,0.0446267215,0.0,7.04e-08,,9.4157457234,0.0,1.7e-09,0.0,0.4037912407,0.6461513796,1.7823e-06,0.3170640065,0.0008273637,1.62658e-05,,0.0,1.5e-09,0.0,0.0002937855,0.0,,6.31e-08,0.0004846961,,,1e-10,0.0,0.0,,,9.5e-08,0.0044569005,0.0223155839,0.0,0.0013740098,4.7e-09,0.0,0.0,9.016e-07,,1.69255e-05,0.0,2e-10,,1.472e-07,,,0.0,0.0,,,0.0001672404,,0.0,,0.0,1.214e-07,,,,,,,0.0,,0.0,,0.0010438991,1.08478e-05,,0.0,0.0001234786,,,,,,,,,,,,0.0,0.0,,1.677e-06,,,,0.0006511123,,0.0027000936,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,2.07e-07,,,,,,,,,,,1.4e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres-Galar,1804169,42838,0.0,4.4379e-06,0.0,0.0037444957,,,0.0022212635,5.16e-08,1.9603e-06,8.52e-08,9.15598e-05,,0.0002439756,,,,0.0496975435,0.0189976381,0.221904887,,0.0165625248,0.0135057996,0.0,0.0,13.6486638297,0.0,0.008987131,,21.0852137851,0.0,0.0137301811,4.117e-07,0.0051177923,4.0512393253,3.49815e-05,0.1180841765,0.0,6.892e-07,0.0,,2.1056e-06,,7.17912e-05,,,,0.0,0.0071965895,,0.0,1.00247e-05,,,0.0,0.0110580108,0.0481331805,4.92636e-05,0.026152711,0.361206414,0.0,1.264e-07,0.0,0.0021123781,0.0,0.3372493109,9.2999e-06,0.0,,0.0,0.0,,8.9093314323,0.0525404114,0.0,0.0,0.0,1.35e-08,,,1.3635e-06,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0006214773,,,,,,,,,0.0,,,0.0,,0.0325625341,,0.0,,,,,,,,,,,0.0,,,,,,,,,,2.5902e-05,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-10,,,7.18e-08,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araquanid,1804169,27583,,0.0,,,,,1.1165970062,0.0,0.002029168,,,,0.0,,,,0.1038884323,0.0065034684,,,7.4144e-05,0.0013486841,,,0.0,0.000379536,2.09122e-05,5e-09,0.8967019199,,0.0254321534,,0.0080522231,1.0044843264,0.0397364118,5.5363e-05,0.0044825653,0.0004874916,3.49e-08,,0.0,0.0,0.0053362235,,,,0.0,,,0.0,,0.0,,,0.0,0.005671332,0.7327636123,0.000569055,0.0015047173,,0.0,,1.2e-09,0.0062685288,0.0,,2.887e-07,,,,0.0,0.0005015755,0.0,,,,,,1.09449e-05,,,,0.0,0.0,,,,0.0,,0.0031766477,,,,,,,,,,,0.0006567752,,,,,,,,,,,,,,4.6283e-06,0.0,,,,,,0.0005637377,,,,,0.0,0.6387804734,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.06811e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres,1804169,251816,,0.0,,,0.0,,0.0043295229,0.0001969851,8.04e-08,0.0,3.27e-08,,0.0004114558,,,0.0,0.0051412121,0.0467801929,,,8.14381e-05,0.0002973536,0.0,0.0,0.0004587748,0.0,2.07806e-05,,156.8384351402,0.0872846791,0.4444436556,1.184e-07,0.017201287,0.3240792624,0.0,0.9077414689,0.0,0.0,0.0,,0.0004761969,0.0,0.0195269584,0.0,,,2.9335e-05,1.453e-07,,0.0,0.0,,,,0.0,0.0002983894,0.0001494018,0.0,0.0024699576,2.37227e-05,,0.0,1.95e-08,0.0,3.1e-09,,1.8e-09,0.0,2.3896e-05,0.0,,0.0,0.0,,,9.1812e-06,3.61597e-05,0.0,,,,,0.0,1.22601e-05,,,,,,0.0004984909,,,,,,,,,,1e-10,,,,,,,,5.641e-07,1.567e-06,,0.0,,,,,0.0,0.0041637855,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,7.73274e-05,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,3.54e-08,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,1804169,61868,0.0001059009,,,,0.0,,2.5023533778,0.0,4.813e-06,,0.0001473405,0.0,5.7216e-05,,,0.0,0.0002766079,0.000716468,,,1.63613e-05,7.63346e-05,,4.334e-06,2.485e-07,0.0,12.8779452059,,1.2386733037,0.0,0.0004749188,0.0,0.0032752567,0.0559644831,0.0004570086,0.6655206017,0.0,7.24636e-05,,,,8.98e-08,0.0133455497,0.0,,0.0,4.88813e-05,0.0,,0.0,0.0001388453,,0.0,0.0,,0.0017045423,0.0344178238,5.9676e-06,3.82423e-05,,,0.0,5.6735e-06,,0.0,2.675480463,0.0,,,,2.7541e-06,0.0,,1.4844e-06,,,,,0.0,,,,0.0033404706,5.9949e-06,,1.0574795758,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0004353364,,4.8451e-06,,,,0.0,0.0,,,,,1.13703e-05,,,0.0,,,,,,,,,,,,,,,,,,7e-10,,,,,,,,,,,,0.0,0.0053878665,,7e-09,,,,,,0.0,8.31e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros,1804169,8106,0.0,,,,0.0,,1.51e-08,,3.466e-07,,,,0.0,,,,0.0003286731,1.3022197522,0.0,,7.1244e-05,2.1175e-06,,,1.17287e-05,,6.50689e-05,,0.0,0.0,0.0,0.0,0.0065946946,2.94e-08,0.0,0.0096524031,,,,,,0.0,5.85e-08,,,2.669e-07,,0.0,,0.0,0.0,,,,0.0,7.966e-07,0.1468815971,0.000155662,0.0,0.0,0.0,,0.0,,4.2136e-06,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,1.33e-08,3.478e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,1804169,32317,,,,,,,0.0108723279,4.316e-06,4.1313e-06,,,0.0054790209,0.0003228444,,,4.54885e-05,3.03448e-05,4.731e-07,,4.87e-08,0.0,0.0039451238,0.0,,0.0035251903,,,0.0001065428,3.23706e-05,,0.1342345225,0.0,0.0002164243,0.5568494295,1.57335e-05,0.0435452231,0.0001936723,0.0,0.0,0.0376023421,,2e-09,8.27626e-05,,,,0.0,0.0,1.5693865313,0.4719742053,,,1.28e-08,,,0.0004598623,1.7752e-06,4.8193e-06,3e-09,0.0006018241,,1.0888e-06,7.253e-07,,9.655e-07,,,,,,,1.781e-07,,,,0.005740982,,,1.9458e-05,0.0,,,,5.2264449709,,1.776e-07,,1.4e-09,,,0.0,3.425e-06,0.0,,0.0,,,,0.0,,0.0,8.01314e-05,,,,,,,,3e-10,,,,,0.0,,,,,,,9.466e-07,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.95e-08,,,9.506e-07,,,,,,,,,,,,,1.276e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,1804169,104787,1.0704e-06,,,,0.0041449857,0.0,0.0050536684,0.000185637,0.0,,0.0,0.0069763842,0.0,,,,0.5302392633,0.0050227911,2e-10,0.0,0.0001012133,5.60422e-05,,0.0009053723,3e-10,,0.0,,0.0814462576,,0.0002479351,0.0,0.0002373079,0.2385327844,,19.8531393102,0.0,0.0,,0.0,,0.0,0.0014809206,0.0,,0.0036953332,0.0,,0.0021623917,0.0,0.0,,0.0,0.0,0.0,2.3673e-05,1.0740666893,0.0,0.0,81.1485863552,0.0,3.01009e-05,7.8418e-06,,0.0,2e-10,,,,,,0.0,,,9.43e-08,,,,,,8.99047e-05,0.0,,,0.0,0.0015607744,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e-10,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelgon,1804169,145,,,,,,,0.0,,,,,,,,,,0.0,2.297e-06,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.6112134118,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1804169,100895,9e-10,0.0,,,,,0.0178858803,6.21498e-05,4.92e-08,6.312e-07,,0.0,1.36263e-05,,,0.0003647036,0.0416289892,89.265103873,,,0.0388892314,4.48015e-05,,0.0,0.023604488,,0.0030364352,0.0,0.8259881601,0.0418581279,0.0156874612,0.015040356,0.0116024801,1.433182595,3.8068e-05,1.2788323879,0.0,3.00248e-05,,0.0,5.343e-07,3.85932e-05,0.0002001757,,,,0.0,,0.0,0.0,0.0,1e-10,,6.645e-07,0.024197959,0.0,8.9918260552,0.0092818795,0.0,,,5.555e-07,3.95e-08,,0.0092541939,,,,,,0.0,0.0,,,2.95397e-05,,,,,0.0,,,2.4e-08,,0.0,0.0,,,,,,0.0080104325,,,,8.1516e-06,,,,0.0073592228,,,,,,,,,,0.0016788584,,,,,2.64175e-05,,0.0,,,,,,,,,0.0014061449,,,0.0,0.0,,,2.837e-07,,,,1.6279862,,4.8139e-06,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1804169,60184,2.40813e-05,0.0,0.0,0.0,,,0.1149123023,4e-10,3.75307e-05,0.0,0.0002316045,0.0,0.0002396464,,,0.0,0.0194262194,6.1195881895,,,0.0134843868,0.0149954327,,1.394e-07,0.1778729994,,0.0,0.0,9.8067597127,6.6135e-06,0.7397363899,0.0013677246,0.1477827012,0.324470567,0.0,1.0620309084,0.0,0.0001345975,9.488e-07,,4.67e-08,0.0,0.0019919584,0.0,0.0,,1e-10,0.0,,0.0,0.0001027314,1.3372e-06,,,0.0004711922,0.005410207,0.0376019337,1.3558173107,0.0003667327,0.0,0.0,,2.18e-08,0.0,4.3546e-06,,0.0,,0.0,,0.0,0.0,,0.0,5.185e-07,,1.849e-07,,,,,0.0,1.80015e-05,,,0.0020108634,,,,5.83297e-05,0.0,,,,0.0,0.0011624738,,,,,0.0006567752,,,,,,,,0.0,0.0080347064,,,,,,,4.57505e-05,,,,,,,,,,,,,,,,,0.0,,,,0.0167555482,0.0046815949,,,,,,,,,1.44841e-05,1.5869e-06,0.002275781,,,,,,,0.0,,1.622e-07,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.1099e-06,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1804169,38938,0.0,,,,,,0.0008072121,0.0,0.0,0.0,0.0,,0.0,,,9.4807e-06,0.0019771857,6.3272313589,,,0.0211538076,5.4766e-06,,,0.002849258,,0.0,0.0044804299,18.7015191267,1.5678e-05,0.0002672033,2.88961e-05,0.0,0.0370006695,0.0,0.0459037901,0.0,7.22e-08,,,,,1.2725e-06,,,0.0,0.0,0.0,,0.0,0.0227183048,0.0,,,1e-10,0.0,0.2871617242,0.0,1.65341e-05,,0.0,,,,2.99e-08,,,,,,,1.58768e-05,,,,,,,,,,,0.0,,,,,,,0.0,,1e-10,0.0,,,0.0,,,,,,,,,,,,,,,,,,,6e-10,,,,,,,,,,,,,,,,,,,,,,0.193212858,,0.0,,,,,,,,,,,,,,,,,,,,,,,6.103e-07,,0.0003026688,0.0,,,,0.0,,,,,,,,,,,,,,,,,2.05729e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5.19e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1804169,43466,0.0,0.0,0.0004747739,0.0,,0.0,0.00563914,1.3e-09,4.385e-06,0.0,0.0,3.03e-08,0.0,,2.90135e-05,0.4033165692,0.3384021005,0.1628504195,,0.0,0.2867785931,0.0105989068,1.81e-08,,0.3891687324,,2.22559e-05,0.0057969237,0.0017868463,0.0890815232,0.0002941133,0.001018405,0.0194789946,0.0775600526,0.0,0.0390124102,0.0,4.93074e-05,0.0001929237,0.0,,0.0,0.0006731356,0.0,0.0,,9.70453e-05,,0.0,0.0,0.0003416015,1.81e-08,,0.0,2.672e-07,3.31498e-05,0.9095214399,0.0014332539,0.0001422006,2.0179e-06,,0.0,6.7784e-06,0.0016189613,0.0005696908,0.0006226024,,,0.0,,,0.0004488557,0.0,,0.0,,,,,,,0.0,0.0,3.81724e-05,0.0004192261,0.0,0.0,,,,0.001685992,0.0204124876,0.0002007455,0.0020069432,,0.0016499969,0.0,,0.0,3.361e-07,0.0,0.0163849407,,,,,5.51066e-05,,,,,,0.0,,,,,3.72623e-05,,0.0,,,2.375e-07,0.0,,,2.127e-07,,,,,0.0,,0.0,,,0.0,,9.7e-09,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,2.2157e-06,,,,3.54e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0001787739,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.8811e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1804169,31795,0.0020996501,,0.0,,,,0.217955671,0.0,0.0003133781,,0.0,,0.0,,,0.0,0.000863205,2.7772566878,,,0.0023425117,0.0061692739,,0.0,0.0020106334,,0.0053466512,0.0,0.001872562,,1.1551e-06,0.0230456818,0.0002929544,0.0254038284,,0.2785513838,0.0042431591,0.0006595411,0.0,,,,0.0003668818,,,,0.0,,,0.0,1.63285e-05,7.47e-08,,1.5798e-06,0.0,0.0025626072,0.4194541803,1.4414847694,2.142e-07,6.98e-08,,3.60305e-05,8.997e-07,2.19e-08,5.1419e-06,,,,0.0,,0.0,2.7657e-06,0.0,0.0,0.0004171813,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,,0.028691253,,,,,,,,,,,,,,0.0005051338,,,,,,,0.0,,,,,,,,0.0,,,,,,2.784e-07,,,,,,,1.8614e-06,0.0039658227,,,,,,,,0.0,0.0001166478,,0.000237932,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.637e-07,,,,,,,,,,,,2.768e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,1804169,9478,,,,7.398e-07,,,0.1137422803,5e-09,0.0,0.0143197,,,0.0001812708,,,,0.0015705298,0.0032833178,,,2.66661e-05,0.0006744802,0.0,,0.0,,,,2.4242552122,0.0,0.1441350346,0.000332784,0.0298221631,0.1255472313,0.0,0.0003585432,0.0,3.46596e-05,,,0.0016427579,,3.6523e-06,,,,0.0,0.0,,,1.68845e-05,,,,4.81379e-05,1e-10,0.0,1.18e-08,0.0037450855,,0.0053046465,7.68311e-05,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,1e-10,,0.0,,,,,1.052e-07,,,,0.0,,,,,,,3.057e-07,0.0,,0.0,,0.0,,,,,,,,,5.12793e-05,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,0.0015049792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1804169,14454,,,0.0175002318,0.0,,,0.0055976365,0.0,0.0,0.0,,0.0,,,,0.0,0.0012652889,0.0001254584,,0.0,4.0557e-06,5.80576e-05,,0.0,0.0202155022,,0.0028856862,0.0,5.2717e-06,0.0,5.4448e-06,0.0,5.83e-08,6.17122e-05,,0.0072097146,4.2037e-06,0.0,0.0,,,,1.16179e-05,,,0.0,,,,0.0,,0.3734635718,,,,0.002169292,0.0003532043,3.42854e-05,0.0,0.0,,,,0.0,0.0002395283,0.0715928191,,,,,,0.0,0.0002158274,,,,,,,0.1985833225,,,,,,0.0159568692,,8.346e-07,,,,,1.1e-09,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0031897996,,,,,,,,0.0007235442,,,,0.0,,,,0.0,,,,,,,,0.000693912,,0.0,,,,,,,,,,,0.0002573789,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,1804169,44675,,,,0.0,0.0,,0.0,0.0,9.18e-08,0.0,,,,,,,0.0,4.39807e-05,,,0.0115110533,9.62303e-05,,0.0,2.76e-08,,,,0.0003479472,,7.0689e-06,2.762e-06,0.005728664,0.000322088,0.0,0.0071065859,,,0.0,0.0,0.0,,4.5459e-06,,,0.0,30.136008381,,0.0,,,,,3.52e-08,3.04e-08,0.001175821,0.0,1.79443e-05,3e-10,0.0003999431,,,0.0,,9.465e-07,0.0,,,,,,0.0,,5.54e-08,,4.044e-07,,,,,,,,,,7.9e-09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5.84e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
