pokemon,number_of_battles,Raw count,Items_petayaberry,Items_chopleberry,Items_scopelens,Items_mentalherb,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_figyberry,Items_nothing,Items_blukberry,Items_brightpowder,Items_razorclaw,Items_toxicorb,Items_dragonfang,Items_wikiberry,Items_spelltag,Items_chestoberry,Items_electricseed,Items_airballoon,Items_focusband,Items_flameorb,Items_lifeorb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_ironball,Items_weaknesspolicy,Items_kingsrock,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_focussash,Items_assaultvest,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_leppaberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_twistedspoon,Items_roomservice,Items_blunderpolicy,Items_fullincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_cellbattery,Items_throatspray,Items_adrenalineorb,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_blacksludge,Items_oranberry,Items_blackbelt,Items_colburberry,Items_flyingmemory,Items_apicotberry,Items_shedshell,Items_grassyseed,Items_sharpbeak,Items_chartiberry,Items_blackglasses,Items_stickybarb,Items_muscleband,Items_ganlonberry,Items_rockincense,Items_ejectpack,Items_heatrock,Items_leek,Items_heavyball,Items_persimberry,Items_mistyseed,Items_redcard,Items_berryjuice,Items_metalcoat,Items_whiteherb,Items_marangaberry,Items_liechiberry,Items_safetygoggles,Items_starfberry,Items_roseliberry,Items_shellbell,Items_shucaberry,Items_lightclay,Items_terrainextender,Items_kasibberry,Items_icyrock,Items_machobrace,Items_mysticwater,Items_powerlens,Items_steelmemory,Items_zoomlens,Items_smoothrock,Items_occaberry,Items_laxincense,Items_silverpowder,Items_burndrive,Items_ultraball,Items_firestone,Items_passhoberry,Items_firememory,Items_luminousmoss,Items_cheriberry,Items_shockdrive,Items_bigroot,Items_charcoal,Items_bottlecap,Items_deepseatooth,Items_bugmemory,Items_pechaberry,Items_miracleseed,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_masterball,Items_poisonbarb,Items_jabocaberry,Items_waveincense,Items_protectivepads,Items_gripclaw,Items_energypowder,Items_lightball,Items_electricmemory,Items_oddincense,Items_floatstone,Items_yacheberry,Items_payapaberry,Items_poisonmemory,Items_pixieplate,Items_tangaberry,Items_chippedpot,Items_dragonmemory,Items_hardstone,Items_groundmemory,Items_fightingmemory,Items_leafstone,Items_rowapberry,Items_rawstberry,Items_powerbracer,Items_deepseascale,Items_softsand,Items_tr95,Items_nevermeltice,Items_icestone,Items_babiriberry,Items_bindingband,Items_seaincense,Items_fastball,Items_snowball,Items_habanberry,Items_kebiaberry,Items_ghostmemory,Items_pokeball,Items_fairymemory,Items_tr09,Items_powerweight,Items_micleberry,Items_roseincense,Items_waterstone,Items_ovalstone,Items_poweranklet,Items_tr93,Items_crackedpot,Items_prismscale,Items_psychicmemory,Items_ribbonsweet,Items_powerband,Items_healball,Items_protector,Items_tr81,Items_levelball,Items_goldbottlecap,Items_whippeddream,Items_darkmemory,Items_upgrade,Items_dragonscale,Items_rarebone,Items_tr98,Items_greatball,Items_rindoberry,Items_tr38,Items_lustrousorb,Items_rockmemory,Items_souldew,Items_rustedsword,Items_tartapple,Items_powerbelt,Items_aspearberry,Items_tr51,Items_tamatoberry,Items_grassmemory,Items_adamantorb,Items_tr65,Items_watermemory,Items_quickball,Items_quickpowder,Items_metalpowder,Items_duskball,Items_thickclub,Items_chilanberry,Items_grepaberry,Items_tr67,Items_fossilizedbird,Items_tr00,Items_tr15,Items_tr66,Items_cloversweet,Items_thunderstone,Items_sachet,Items_tr43,Items_icememory,Items_rustedshield,Items_tr62,Items_repeatball,Items_electirizer,Items_dreamball,Items_starsweet,Items_cherishball,Items_lovesweet,Items_fossilizedfish,Items_tr11,Items_tr17,Items_tr22,Items_tr57,Items_tr03,Items_tr36,Items_tr44,Items_premierball,Items_shinystone,Items_berrysweet,Items_flowersweet,Items_luxuryball,Items_parkball,Items_moonstone,Items_safariball,Items_qualotberry,Items_timerball,Items_tr20,Items_tr06,Items_galaricacuff,Items_sweetapple,Items_destinyknot,Items_dousedrive,Items_tr24,Items_fossilizeddrake,Items_tr28,Items_griseousorb,Items_magmarizer,Items_diveball,Items_tr85,Items_sportball,Items_tr71,Items_tr69,Items_dawnstone,Items_sunstone,Items_tr47,Items_kelpsyberry,Items_tr91,Items_tr31,Items_tr29,Items_tr89,Items_tr60,Items_pomegberry,Items_nestball,Items_tr53,Items_pinapberry,Items_tr94,Items_moonball,Items_netball,Items_tr46,Items_chilldrive,Items_duskstone,Items_reapercloth,Items_hondewberry,Items_loveball
Togekiss,1345731,69881,0.0,,0.3307449006,0.0,0.0136367562,2.81e-08,,2.19188e-05,0.0013375103,,0.0048771565,0.0078453436,0.0,,0.0009605371,,0.0,0.0,,0.0,0.0,0.0557269524,0.0077811938,0.0625555448,0.0166701845,,0.0769070296,0.2010818476,0.0097317515,,8.5441960297,5.74e-08,0.0578208576,0.0025265825,10.1218987464,4.7796277457,0.0119656747,,0.0015121509,0.0083853152,0.0458653395,,0.0,0.0002111796,2.742e-07,2.79194e-05,0.0,0.0,0.175406609,,,0.0230691385,,,3.51747e-05,0.0095968219,0.0,0.0039964795,0.0,0.0,,2.4179017445,,8e-10,0.0,,,0.0,,0.0,,,1.1e-09,0.0053652303,3.928e-07,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0003436429,1.7219e-06,,0.0008983123,,,1.51479e-05,,0.0524301021,,,,0.0,,,,0.0017842025,,,0.003667952,,,,,,,,0.0,,4e-10,0.0,,,,3.51e-08,,,0.0,,,,,,,0.0,,,,,,,,,0.0033916321,,,,0.0,,,,,,,,,,,,0.0182197226,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1345731,73473,,,0.0,,0.0001149002,0.0,,0.0,0.0495489834,,0.0095252255,,,0.0006069519,6.8275e-06,,1.94e-08,0.0,0.0001192005,,0.0,114.5639232896,1.3370822842,0.0001314163,,,0.001832443,0.0,0.0,,0.8274506803,0.1101487435,0.0069345482,0.01518961,9.5101072213,1.0811772742,5.72e-08,7.1126e-06,0.2015719841,0.0174429043,0.0638680095,,,2.5972e-06,,,,0.0,0.0010345877,,,0.0404772754,,0.7738023321,3.6681967328,0.0001610613,4.7002e-06,0.0,,4.4168e-06,0.0,1.68144e-05,,,,,0.0,,,,,,,0.0,,,0.0,2e-10,,,6.33203e-05,,,,0.0,,,0.0,,4.043e-07,,0.0,1e-10,,0.0,0.0002531939,8.08975e-05,,,,,0.0,,,,0.0,1.5e-09,,,,,,,,,0.0,,2.254e-07,,0.0,,,,,6.89e-08,,,,,,,,0.007164399,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,6.9631e-06,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1345731,50490,,,3.502e-07,0.0,0.0490150029,0.0,,0.0132607907,0.0158446239,,0.0036572051,0.0,0.0,0.0002239536,0.005734413,,0.0,,,4.58951e-05,1.60923e-05,0.6648695993,0.0587211508,0.0323543524,,0.0,0.0333950246,0.0,3.3347e-05,,14.5200969987,0.0,0.1552406318,0.0103233352,0.2064428001,0.2567999219,1.37e-08,,0.0,0.1217202344,0.0061702913,,,3.9031e-06,0.0,0.0,,0.0001712707,0.0001230396,,,0.0299846856,,,0.0397861217,0.5474832992,7.1505e-05,0.0,5.8e-09,0.0,0.0001713551,0.0057374227,,0.0,,,,6.719e-07,0.0,8e-10,0.0,,7e-10,0.0003825557,1.4811e-06,0.0,,0.0012972781,,,0.0,7.75025e-05,,0.0,6.39459e-05,,0.0,,,0.0,,0.0003445426,0.0,0.0,2e-10,2e-10,,,,,,,,,,,,,1.5e-09,,,,,,,1e-10,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,0.1199076255,,,,,,2.12327e-05,0.0010317371,,,,,3.14e-08,,,0.0,,,,,,,,,2.024e-07,,,0.0,,,,0.0008185571,,,,,,,,,,,,,,,,,,,0.0,1.9e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1345731,20317,,,2.6e-09,0.0,0.0008873285,0.0,,2.161e-07,3.4981e-05,,,,,,1e-10,,0.0,,0.009783038,,,8.8475849351,0.5152820595,1.403e-06,,0.0,0.0,2.3778e-06,0.0115649196,0.0,43.9300751964,0.0015131292,1.2567e-06,0.0,0.0003224304,0.0050864269,0.0,,,0.003728524,0.0004821778,,,5.0543e-06,,,,,0.0002003378,,,1.81e-08,,3.75828e-05,0.26213129,2.213e-07,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,0.0282434983,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.85375e-05,,,,1.68077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,4.9407e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89e-08,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1345731,35528,,0.0,6.3011e-06,0.0,0.0112170185,0.0,,8.73323e-05,0.0023434957,,0.0,0.0,7e-09,,5.7e-09,,0.0088909553,0.0,0.0102937328,0.0,,0.3284899954,0.0164687238,0.0015563474,0.0,0.5841514789,1.2150057376,0.0,7.92138e-05,6.44e-08,0.0077519784,0.5001994821,0.0012662677,4.45992e-05,0.4237030489,0.0960508322,0.0001380262,0.0,0.0,0.0141800018,0.735936849,,8.13e-08,1.8281e-06,0.0,,4.6847e-06,0.0,0.0003710482,0.0,,0.0035242668,,0.0,0.3162036209,0.000722165,9.2562e-06,,,0.0,9.55538e-05,0.0001349614,0.0092603653,,5.0327e-06,,0.0,0.0,0.0070964518,,0.0002904101,,,,,2.67e-08,0.0,1.3804832534,1.2576e-06,0.0,,0.0,,,,0.0,5e-10,,0.0031855386,,,0.0,,,,1.27e-08,0.2505298863,0.0136550671,,0.0019210787,,0.0,,,0.0,4.83335e-05,,0.0001139247,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.3685e-06,,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,1.4e-09,,,,,,6.2e-09,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1345731,27955,,,0.0,8.788e-07,0.000313278,2.1e-09,,0.0159386308,7.91634e-05,,2.61e-08,0.0,,0.0020524896,2.69e-08,,0.0006046358,0.0,2.0326e-06,0.0,,11.9910307646,0.1672195352,0.0145462644,0.0001492089,,0.0317560286,0.0323906467,0.0005629771,3.22e-07,0.0018106995,4.1615e-06,1.79007e-05,1e-10,0.0271062539,0.1926450895,1.64e-08,,,0.3298852881,0.0028597668,,,3.141e-07,3.32309e-05,,,,3.09039e-05,,,4e-10,,,0.058390227,1.8743923537,4.962e-07,7e-10,,0.001866224,,0.0047650563,,,0.0,,,,,,,,0.0,,,0.0,,7.0150912422,,,,,,,0.0010688861,1.337e-07,2e-10,,,2.4e-09,,0.0005612552,0.0,,1.01829e-05,3e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0003060147,,,0.0315473964,,,,,,,0.031337067,,,,,,8e-10,0.0,,,,,1.7e-09,,,0.0,,,,,,,,,0.0032821184,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0077651936,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,1345731,8735,2e-10,,0.0,8.56e-08,0.1512019835,,,,0.0,,6.65951e-05,7.41e-08,,,,,,0.0,0.0,0.0,,0.0152304058,0.066561549,0.0051321259,0.0,0.0,0.0029351087,7.7011e-06,0.0001005654,0.0,0.9508231493,0.0,0.1126520227,3.79e-08,0.0221733626,0.0472756001,0.0009321636,,3.9147e-06,0.0035398531,0.2888172967,,,,2e-10,,,,0.0,,,0.002177043,0.0,0.0159876336,0.0,1e-10,2.6609e-06,0.0,0.0037463251,,1.1e-09,0.0,,,,,,,,,,,,0.0,0.000259608,0.0,,,,,,,,,,,4.981e-07,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,5e-10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1e-09,,,,,,,,,2.99552e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1345731,11108,,,6.49467e-05,,0.0,0.0,,0.0,6.79794e-05,,2.515e-07,,2.3392e-06,,,,0.0,0.0376356878,0.0440922468,0.0,,0.0004405096,7.96283e-05,1.61706e-05,,,0.0063776745,0.0,2.9e-09,,0.0099093792,0.0020077633,9.576e-07,0.001384777,1.8e-08,0.1068220418,,,,0.0079957935,2.7187e-06,,0.0,,,,,,,,,,,,0.033517347,0.0,0.0,,0.0,,,0.0001572407,0.1499440524,,0.024896358,,,6.5878e-06,,,,,0.0295634886,,,,,0.0,,,0.0,,,,,0.0001853564,0.0,,,0.0441228172,,0.279042565,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50853e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,1345731,4127,0.0,0.0,,0.0,0.0,,,6.34885e-05,0.0033121986,,1.78253e-05,,,,0.0,,,,,,,0.0090132996,3.02196e-05,1.75946e-05,,,3.1678e-06,,0.0028520222,,0.0019132134,0.0,1.3224287011,,0.0094839855,0.0458537896,9.3132e-06,,0.0,4.7036e-06,8.92591e-05,,,,,,,,0.0,,,1e-10,,,1.7187e-06,0.0,5e-09,,0.0010760363,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0005280873,,,0.0001574106,,,,,,,1e-10,2.75758e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24185e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,1345731,6104,,,5.73254e-05,0.0,0.0014398529,0.0,,3.54517e-05,2.6177e-06,,0.0,7.13207e-05,,,0.0,,1e-10,,,,3.1261e-06,0.8128086823,1.4707e-06,0.0011829253,,,0.0078494483,0.0,4.27567e-05,,0.0,0.1095957887,0.0,5e-10,0.0209537595,6.88212e-05,0.0,,,0.0011355769,0.0001514241,0.0,,0.0,,,,0.0,,,,5.68e-08,,,0.0036393963,0.0028541748,5.1e-09,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0059165416,,,,0.0033313841,,,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,4.63293e-05,,,,,0.0,0.0008817359,,,0.0003369882,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wigglytuff,1345731,6119,,,,,5.25394e-05,0.0,,0.0,1.6972e-06,,0.0,,,,8.73953e-05,,0.0,,0.0,,,0.0045882218,0.0292471208,1.104e-07,0.0002689178,0.0,,,0.0,0.0,0.3233957613,,1.54385e-05,0.0,0.0868940041,5.89055e-05,0.0010824038,,0.0,0.0,1.8295853197,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,,6.1e-09,2.77e-08,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,6.4e-09,,,,,,,,0.0,,,,,,,,,,,1.04236e-05,0.0,,,,,,,,,,,,,,,,,,,,6.4e-09,,,,,,,,,,,,,,,,,,,,,,,,0.0002258694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,1345731,39384,,0.0,,0.0003676862,0.0014749772,4.4583e-06,,,2.914e-06,,,,,,9.2184e-06,,0.0,,,,,3.22e-07,,1.2244e-06,,8.6354e-06,0.0,,,,0.0018287311,,3.38784e-05,,0.0054044633,1.7e-09,0.0,9.235e-07,0.0,0.0003401538,1.92e-07,,,31.3575560676,,0.0,0.0,,,,,0.0,,,3.0393e-06,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.34e-08,0.0,,1.1e-09,,0.0,2.51e-07,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,1345731,225573,,1.44008e-05,0.0310823134,4.8e-09,1.5795205311,0.0150143052,,0.0083490516,0.022256129,,0.0,0.0,,2.6e-09,0.0001075886,0.0,0.0382730744,8.0715e-06,0.003869366,0.0184712566,2.4591e-06,1.0966675485,1.5113789606,0.0191817313,0.0,9.3645e-06,0.3069288898,0.1161057805,0.0006936029,,0.2198282535,4e-10,0.0094444858,0.0016091554,165.1858382285,0.0221096969,0.036432798,4.296e-07,0.0,0.0078494433,130.6622061236,0.0,,0.0006483928,0.0008277831,0.0,,0.0,8.318e-07,4.111e-05,1.6908e-06,0.0049819277,,0.0,115.3762436396,0.0049818222,0.0015957399,0.0,2.86379e-05,,9.879573623,0.0019814254,,,0.0,0.0,0.0,2.1618e-06,,,,0.0,0.0,,,0.0,0.0,0.0009189627,3.6e-09,0.0,0.0,,,,,0.0,2.1e-09,,0.1431705942,0.0,0.0,0.0,0.0,0.0,,0.0014235019,3.0179210773,,0.0,,,,,,0.0009259392,0.0003797798,,0.5293507625,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,7.4615e-05,,0.0,,,,193.1017053657,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,2.3999e-06,,,,,,0.0,,,,,,,0.0,,,,,,,,3.01e-08,,,,,,,,,,,,,,,2.7774e-06,,2.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,1345731,61947,,0.0,0.0525076077,0.0,4.8e-09,0.0,,1e-10,1.11786e-05,,0.0016081299,1.93439e-05,1.517e-07,,0.0002004302,,,,3.63854e-05,0.3473999194,0.0,138.0264593923,0.0409362837,0.0003922096,,2.17297e-05,4.23235e-05,0.0,0.0325846058,,0.0741351363,0.0,0.9513918122,0.0156360928,0.0059609184,0.1584103233,0.0,0.0,,0.3617438292,0.0001930603,,,,,,,,2e-10,,0.0,0.0004418278,,,58.798045894,0.3037442294,1.7035e-06,3.8631e-05,,0.0,0.0,5.6017e-06,,,,,,0.0,,,,,9.4313e-06,,,0.2322293466,,2.41e-08,,,,,,,,,,,,3.4339e-06,,0.0,0.0,0.0,,1.2218e-06,,,,,0.0,,1.7081647987,,,3.99208e-05,,,2.188e-07,,,,,,,,,,,,,,,,,,,,,,,0.0015810883,0.1619764788,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crobat,1345731,18097,,,0.0,7.6e-08,0.0106784631,2.21642e-05,,1.56936e-05,0.0063636865,,1.741e-07,1.34262e-05,0.0,,0.0,,3.1732e-06,0.0,0.0,,0.0,0.0170290518,0.0392583234,0.0002098414,,0.0,0.0113356133,0.0,0.0012015929,0.0002418516,0.9692927405,3.10741e-05,0.0018725331,2.58e-08,0.0370184936,1.67485e-05,1.6209e-06,,0.0,0.040860835,2.35296e-05,,,3.075e-06,0.0,,,0.0,0.0002978532,,,0.0,,,0.1704664608,0.0034227176,0.0,0.0,,1.4034e-06,,9e-10,0.0,0.0,,0.0965731045,0.0,3.948e-07,,,,,0.0,0.0087587632,0.0,,,4.0231e-06,,,,0.0,,,,,0.0,6.44244e-05,0.0,0.0055223785,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2.13309e-05,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,1345731,86138,,0.1230746619,0.0,1e-10,0.0002996206,1.11295e-05,,0.0004449231,0.0305691168,,0.6108817748,,,,0.0,,1.1166e-06,,8.793e-06,2.0498e-06,,34.367143758,4.0867726638,0.0150830241,,,0.0169581658,5.03656e-05,0.001055966,,2.6805656697,,0.0001572051,0.0,1.0669558794,3.8344914984,4.6996e-06,0.0013673936,,8.9380287775,28.1382440708,,0.0,0.0,,,,,1.7606614497,,0.0,0.0,,,2.8384423393,0.1453910092,1.12053e-05,0.0,,0.0005778754,,0.0162201747,0.0,,,,,0.0,,,,,0.0380660677,,,6e-10,,9.636e-06,,2.9e-09,0.0,,,,,,5.763e-07,,,3.764e-07,0.0,0.0,,0.0,,0.0,,0.0008305892,,,0.0002268791,,,,,7.70172e-05,,0.0005101433,0.0,,,,,0.0429061794,,,,,,,,,,,,1.32715e-05,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0135572756,,7.1759081146,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,1345731,29155,,,0.0,0.0,0.0005228089,0.0011552965,,0.0,0.0005234039,,,,0.0,0.0006750625,4.2973e-06,,0.0030027293,0.0,,,0.0,0.0044164751,0.1436783429,0.0302282101,0.0,,0.0075263542,,0.0016809679,0.0005025532,0.0052519463,0.0,0.0621469984,0.0002523054,0.1946653772,1.4182825237,0.0,,0.0,9.4903e-06,1.3422217836,0.0,,2.18114e-05,0.0,,,8e-10,0.0,,,0.0001669513,,0.0,0.0166103287,1e-10,3.6049e-06,,,,,0.0,,,,0.0,,5e-10,0.0,,,,0.0,,,,,0.0,0.0,,2.6263e-06,,,,3.23499e-05,,0.0,,,0.0002504289,0.0001104527,,0.0,0.0,2.177e-07,4.4209e-05,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,8.6e-09,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,7.13207e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druddigon,1345731,13199,,,,0.0877063363,2.3633843304,,,,0.0089120471,,0.0,,,8.1437e-06,,,0.0577314073,,,,,0.0246984941,0.0,0.0010277126,,,2.94767e-05,,4.3842e-06,,0.0,,0.0,0.0,0.009374616,0.0001332053,0.0,,,1.3400701821,0.0033980328,,,0.0,,,0.0,,,,1.609e-07,,,,4.579e-07,5.9107e-06,1.63e-08,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0059831829,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118237142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,1345731,21465,0.0,,,0.0,7.325e-07,0.0,,9.4e-09,2.797e-07,,0.2504570841,,1.85121e-05,,0.0,,0.0,,0.0,0.0,0.0,1.5056714541,0.1031565793,0.0004675338,0.0,0.0,5.24e-08,0.0,0.0002617454,0.0,2.8689968775,0.7209941762,8.6162140073,0.0,0.8523321745,0.3104973189,0.0,0.0005639958,2.2e-09,0.0057788673,0.0281063406,,,0.000127784,,0.0,,0.0,0.0,0.0,0.0,0.0,7.1e-09,,2.52e-08,4.4e-09,0.0,,,,,0.0,,0.0070433819,,,,,0.0001963766,,,,,,,,0.0,,,0.0,,,,,,,1.3159e-06,,,0.0,,,,,,2.391e-07,,0.0175271904,,,0.0,,0.0019078777,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,1.23e-08,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
