pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_petayaberry,Items_mentalherb,Items_zoomlens,Items_rockyhelmet,Items_lightclay,Items_figyberry,Items_nothing,Items_lumberry,Items_razorclaw,Items_blacksludge,Items_wikiberry,Items_spelltag,Items_nevermeltice,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_stickybarb,Items_apicotberry,Items_chopleberry,Items_aguavberry,Items_adrenalineorb,Items_magoberry,Items_heatrock,Items_choiceband,Items_kingsrock,Items_ironball,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_flameorb,Items_wiseglasses,Items_focussash,Items_focusband,Items_silkscarf,Items_eviolite,Items_whiteherb,Items_ringtarget,Items_pokeball,Items_metronome,Items_liechiberry,Items_iapapaberry,Items_blunderpolicy,Items_bugmemory,Items_magnet,Items_sitrusberry,Items_weaknesspolicy,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_metalcoat,Items_psychicseed,Items_crackedpot,Items_toxicorb,Items_chestoberry,Items_protectivepads,Items_rockincense,Items_blackglasses,Items_muscleband,Items_roseliberry,Items_ejectpack,Items_whippeddream,Items_sharpbeak,Items_heavyball,Items_berryjuice,Items_keeberry,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_rockmemory,Items_cheriberry,Items_machobrace,Items_charcoal,Items_shucaberry,Items_oranberry,Items_colburberry,Items_electricseed,Items_terrainextender,Items_kasibberry,Items_electricmemory,Items_oddincense,Items_cellbattery,Items_enigmaberry,Items_steelmemory,Items_smoothrock,Items_fullincense,Items_occaberry,Items_custapberry,Items_silverpowder,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_absorbbulb,Items_shedshell,Items_starfberry,Items_firememory,Items_laxincense,Items_protector,Items_poisonbarb,Items_bindingband,Items_bigroot,Items_gripclaw,Items_pechaberry,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_blackbelt,Items_mistyseed,Items_mysticwater,Items_floatstone,Items_pixieplate,Items_lightball,Items_waveincense,Items_electirizer,Items_masterball,Items_yacheberry,Items_rawstberry,Items_poweranklet,Items_pinapberry,Items_payapaberry,Items_micleberry,Items_dragonfang,Items_persimberry,Items_flyingmemory,Items_icyrock,Items_safariball,Items_burndrive,Items_fightingmemory,Items_sachet,Items_darkmemory,Items_snowball,Items_jabocaberry,Items_leppaberry,Items_babiriberry,Items_icememory,Items_rindoberry,Items_seaincense,Items_lustrousorb,Items_ghostmemory,Items_reapercloth,Items_fairymemory,Items_ultraball,Items_rowapberry,Items_powerweight,Items_grassmemory,Items_tr62,Items_waterstone,Items_chilanberry,Items_luminousmoss,Items_chippedpot,Items_tangaberry,Items_leafstone,Items_tr15,Items_powerband,Items_kelpsyberry,Items_energypowder,Items_healball,Items_moonstone,Items_dragonmemory,Items_blukberry,Items_watermemory,Items_fastball,Items_beastball,Items_leek,Items_powerbracer,Items_habanberry,Items_ovalstone,Items_softsand,Items_poisonmemory,Items_psychicmemory,Items_prismscale,Items_dawnstone,Items_dragonscale,Items_fossilizedbird,Items_dreamball,Items_repeatball,Items_greatball,Items_deepseascale,Items_sweetapple,Items_groundmemory,Items_tr38,Items_tr30,Items_adamantorb,Items_premierball,Items_tr71,Items_destinyknot,Items_tartapple,Items_galaricacuff,Items_tr98,Items_kebiaberry,Items_upgrade,Items_hondewberry,Items_roseincense,Items_luxuryball,Items_tr65,Items_tr10,Items_flowersweet,Items_quickpowder,Items_metalpowder,Items_loveball,Items_tr49,Items_thickclub,Items_rarebone,Items_tr36,Items_rustedsword,Items_souldew,Items_tr67,Items_icestone,Items_sunstone,Items_tr33,Items_grepaberry,Items_rustedshield,Items_shockdrive,Items_netball,Items_lureball,Items_quickball,Items_tr02,Items_berrysweet,Items_tr50,Items_diveball,Items_thunderstone,Items_tr03,Items_deepseatooth,Items_tr88,Items_duskstone,Items_aspearberry,Items_moonball,Items_cloversweet,Items_tr93,Items_goldbottlecap,Items_tr11,Items_tr64,Items_tr06,Items_tr40,Items_timerball,Items_tr28,Items_friendball,Items_griseousorb,Items_tr58,Items_shinystone,Items_fossilizeddino,Items_nestball,Items_tr68,Items_qualotberry,Items_tr00,Items_chilldrive,Items_lovesweet,Items_tamatoberry,Items_dousedrive,Items_powerbelt,Items_tr20,Items_tr66,Items_tr87,Items_ribbonsweet,Items_parkball,Items_tr97,Items_sportball,Items_starsweet,Items_tr43,Items_tr39,Items_fossilizeddrake,Items_bottlecap,Items_tr44,Items_duskball,Items_tr04,Items_cherishball,Items_tr05,Items_tr18,Items_tr53,Items_tr60,Items_tr47,Items_tr99,Items_tr08
Klefki,1398223,24021,0.0,,,0.0268140201,0.0,0.0049148109,1.4097618938,0.0,0.0028016773,3.7e-09,,1e-09,0.0,,,0.0,0.0020968276,4.465e-07,0.0,8.17e-08,0.0052858124,,0.0,7.3047e-06,,2.31e-08,3.07914e-05,0.0003454623,,0.7868630418,1.84441e-05,0.0006204356,,0.1534683294,0.0,0.6565498531,0.0001950528,0.0002939807,,1.1502341127,0.0,0.0291382407,1e-10,,0.0002468422,,1.3829223252,,0.0,0.0,0.000377044,0.0,,,0.0030807492,0.0025592799,,0.014302179,,0.000395187,0.0001230619,,0.0,0.0,,0.0,,,7.13147e-05,0.0,,,,,,,0.0,,,0.0,,,0.0495915441,,,0.0002245432,0.0,,0.0011443867,,,,0.0,,,,,,0.0,,1.9696706411,0.0672646633,0.0,,0.0,,,,1.042207673,,,,,,,0.0,,,,,,,,,,,,,4e-10,7.595e-07,,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togekiss,1398223,81049,0.318281854,2.2559e-06,,0.0,1.641e-07,0.0044249727,0.0851253673,8.38892e-05,0.0059856915,0.0013205895,0.0089749126,0.0004483499,0.0016420077,,,2.0745e-06,0.0,0.068604406,0.0048368115,0.0408177404,,,,0.0183717769,0.0008649398,2e-10,,3.3e-09,0.3205084071,0.0,5.38577e-05,8.7243819985,0.0,0.4640717018,0.0095974191,4.7873557289,6.2816040294,0.0004336142,0.0045967616,0.0,1.9754e-06,0.0048740023,0.0,0.0,0.0,,6.311e-06,,0.0524039004,,9.36465e-05,0.0073234837,,,0.0020841571,0.0457774721,,,,0.0214319455,9.09202e-05,,4.6131311238,,1.33625e-05,,0.0,,0.0,0.0,,,,,,,,0.0021567765,,,0.0,0.0003636502,,0.0,,1.115e-07,,,,0.0,,,,,,,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0001225854,,,,0.0014710819,,,,0.0,0.0,,7.7635e-06,,0.0,,,,0.0005214072,0.0,,,,0.0,,,,,,,,,,,,,,,5.5938e-06,,0.0302074508,0.0019746034,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002639017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1398223,67851,,7.1e-08,,,6.6041e-06,8.49896e-05,,3.9434e-06,0.0001188924,1.22442e-05,,,2.25e-08,,,,0.0034957641,0.0121494782,0.1024924188,75.76604557,,,,0.0001294814,0.0,0.0,,3.2390154492,1.0993e-06,0.0,,10.3233584837,0.1371472985,0.0304076907,0.02081153,5.4585697351,0.7617936218,0.0,5.23155e-05,,,0.0001571922,,,0.0,0.0,0.0,,0.0009134791,,0.0,0.0833094832,,0.1839896219,0.0010303278,3.94177e-05,,,0.0,0.0,0.0,,0.0002166257,,,,,,,2.24335e-05,0.0005694687,,,0.000625148,0.0,0.0100390224,,,,0.0,,,,0.0,,,,,8.381e-07,,0.0,,,,0.0,,0.0,,,4.1432e-06,,,,,,,,1.7e-09,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.004312193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63519e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1398223,53019,0.0,0.0,0.0,0.0007577207,0.0,0.1666479111,,0.0018613579,0.002708316,1.369529961,9.24293e-05,9.04068e-05,0.0,,,0.0080416745,0.0025560196,0.0417178257,0.0441207133,0.4558954089,,0.0,,0.000833361,0.0,2.00852e-05,0.0,0.0395913405,0.015143143,,0.0,22.1499427529,1.5112e-06,2.6653640588,2.4255e-06,0.2750938608,0.8861552475,2.04955e-05,1.601e-07,1.3e-09,0.0,0.1824255365,0.0,,1.36846e-05,9.91096e-05,,,0.0001910326,6.79749e-05,1.74306e-05,1.8847e-05,,,0.0213891814,0.1324242237,,,0.0047166404,2.487e-07,0.0,,7.3144e-05,,0.0,,,,0.0,0.0,0.0,,,0.0002245339,1.41259e-05,0.0,,0.0016344351,0.0,4.7621e-06,3.25e-08,,0.0,0.003092318,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,5.7201e-06,0.0,7.4839e-06,,2.723e-07,,0.0,0.0,,0.0,,,0.0,0.0092031523,0.0,,,,,0.0050669063,0.000251431,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.001149488,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1398223,28177,,,,,0.0003569179,6.43161e-05,,1.7052e-06,0.0,0.0,,,6.47e-08,,2e-10,,0.0005358644,0.0272713885,0.2907523691,3.393230568,0.0,,0.0,4.3217e-06,,0.0,,0.672390824,,0.0,,16.1640021142,0.0478819366,0.0001552007,1.659e-07,7.30875e-05,0.0340605175,,1.4427e-06,,,0.000314461,,,0.0,,,,4.55508e-05,,0.0,0.0,,0.1938664035,1.721e-07,0.0,,,,0.0,,,0.0,,,,,,,5.27e-08,7.76793e-05,,,0.0,,,,,,,,,0.0,,,,,,3.55983e-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1398223,34407,0.000282772,,0.0,0.0,0.0,0.0020673861,0.0010693497,3.8695e-05,0.0009575974,0.0005732747,0.0,7.711e-07,0.0,,0.0,0.0,0.0033394833,0.63615141,0.0012459764,0.2164097967,0.0,,0.0,0.0366730182,0.0,0.0,0.0,0.2690362149,0.0045709764,0.0532953097,0.0,0.0628910154,1.4866477791,0.0025893272,2.71609e-05,0.3129276997,0.9743856875,0.0,9.04146e-05,3.459e-07,0.0,0.0011088928,7.3793e-06,3.6e-08,8.10788e-05,,4.19907e-05,0.0,0.0,0.0061139748,1.38484e-05,2.23254e-05,,0.0,0.0039010833,1.0276862936,,0.0,,7.5335e-06,0.0055804073,,0.0,0.0009419591,,0.0071696086,0.0,,3.02966e-05,1.8693e-06,0.0,0.0,0.0,0.009477045,0.000147917,0.0,,,,,0.0,,0.0,,,,,0.0,0.3301040338,,0.0,0.0,,0.0,,3.638e-06,,0.0,0.0,,0.0,0.0015946843,0.1286933078,,8.74e-08,,,0.0,,,,,,,,,1.7387e-06,,,0.0,1.79e-08,,,,3.5212e-06,,,3.444e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,3.251e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1398223,28134,1.03309e-05,0.0,,3e-10,,0.0004804463,,0.0,0.0001969292,1.2911880712,0.0,,1.09657e-05,,,0.0,0.0084111137,0.0031741823,0.1093008505,27.2975174415,,,,0.0009877594,0.0026229305,,,0.8017040817,1.711e-07,0.0,,0.0001065413,,5.8e-09,1.028e-07,0.4994442594,0.2287611907,0.0,0.0004765375,,0.0,0.5976987493,1.248e-07,,0.0,2.20943e-05,,,4.0711e-05,3.636e-06,6.34338e-05,0.0001383832,,,0.0008633981,0.0001737496,,,,0.0060159527,0.0,,2.7415e-06,0.0002361893,,,0.0,,,1e-10,0.0,,,1.7695692559,1.00815e-05,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,3e-10,,,,,,0.0,4.196e-07,0.0,,4.96714e-05,,,,,,,5.98294e-05,,,,0.0,,,,,,,,0.0,0.0110051474,0.0,,,,,0.0006800713,0.0024484249,,,,,,,,0.0,4.2834e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0018389547,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,1398223,9061,,,1e-10,0.0,0.0,0.0699321649,,2e-09,2.233e-06,,,,2.12e-08,,,0.0,,0.0210213787,4.39e-08,0.0168049124,,,,1e-10,,,,0.0,0.0,,,0.5867181869,0.0,0.1019021984,0.0,0.0202274363,0.0004663811,1.0834e-06,0.0151610817,,2.1e-09,0.0441776289,,,,,,,0.0033738408,,0.0002045824,1.26594e-05,,0.0045164604,1.72505e-05,0.002108933,0.0,,0.0040047137,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0001202432,,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0004210743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1398223,10841,,,,,,2.2e-09,,1.601e-07,0.0,,1.99277e-05,,0.0,,,0.1447364077,,0.0005696908,0.0001179511,0.0118526476,,,,1.695e-07,,0.0,,0.0039757963,0.0,0.0,,0.0002744006,0.0030142514,0.0,0.0,0.0011060356,0.0135598909,0.0,1e-10,0.0,,0.005786316,,0.0003619795,7.6e-09,0.0162687045,,,,0.3035801656,0.0,0.0,,,1.7316e-06,0.1959394065,,,,,,,0.001019001,0.0449110639,,,0.003035845,,,1.4255e-06,0.0,,,0.0001277261,,,,,,,,,,,,,,,,0.0,,0.0004604624,,,,,4.9018e-06,,,,,,0.0,,,,,,,0.0,,1.17e-08,,,,,,,,,,,3.3679e-06,0.0,1.1105e-06,2e-10,,,,,,,,,,,,3.8954e-06,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4326e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wigglytuff,1398223,3094,0.0,,,,,0.2890495855,0.0066239046,1.234e-07,2.7e-09,3.529e-07,,,0.0,,,,,0.0007049239,1.109e-07,0.0199534144,,,,1.0179e-06,0.0,,,0.0,0.0,,,0.6564715397,0.0,0.0003875801,0.0,0.7343619115,8.318e-06,,0.0,,0.0,0.0839387194,,,0.0,,,,0.0001477456,,0.0,0.0,,,0.0013972882,0.0,,,0.0,,,,,3.8e-09,,,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,4.003e-07,,,,,,,,,0.0,,,,0.0,,,,,0.0039374333,,,,,,,,4.18e-08,,,,,,,,,,,,,,,,,,,,,,,2.8e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,1398223,33191,,2.42e-08,,0.0003633724,0.0,9.22036e-05,0.0,0.0,3.2722e-06,0.0,,,8.88e-08,,0.0,,0.0,3.6774e-06,0.0,5e-10,,,,4.68938e-05,,,0.0,2e-10,1.8168e-06,0.0,,3.88743e-05,,0.0177019144,0.0,0.0157757732,0.0,,,0.00610275,0.0,7.01e-08,,,20.1488183899,,0.0,,,,,,,,1e-10,1.21e-08,,0.0001927813,,0.0,1.43058e-05,,,,,,,,4.3991e-06,,,,,,,,,,,2.9705e-06,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,3.89814e-05,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,1398223,202434,0.0,,,0.0,1.1348e-06,0.074527782,,0.0021853179,0.1457460273,0.1396947435,0.0,,8.7977e-06,,4.44768e-05,2e-10,0.1388818571,72.422362678,0.0742080442,1.0343040419,,0.0,0.0016702213,0.0905509461,,0.0004995339,,99.2259822297,0.0335468906,0.0131311197,,9.1970703693,0.0154184765,0.0211888738,9.5e-09,116.004207895,0.0538365811,0.0,0.0337644566,2.2e-09,,0.0037493879,0.0,,4.09552e-05,3.02e-08,,,3.9173e-06,5e-10,5.42274e-05,0.0014638032,,1.16e-08,0.0840870165,0.2222902676,0.0,5.4047e-06,0.0,2e-10,0.0009273402,,2.41809e-05,5.333e-07,,0.165915303,0.0,,0.0001618092,0.0074177638,55.3605763395,,0.0,0.2307717782,,,,,,0.0,0.0,0.0,,,,,,6e-10,0.0079012427,0.0,,0.0001413893,1.94771e-05,0.0,6.32053e-05,,0.0,0.0,0.0089030359,,0.0,0.2389892597,23.1613341608,,,,,0.0,0.0,,,1.936e-07,,,,8.1196e-06,,,,2.908e-07,7.999e-07,,,,1.2e-09,0.0010748279,,0.0,,0.0,,,,,4e-10,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,7.47e-07,,,,,,,,,,,,,,,2.60346e-05,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,1398223,65851,0.027303204,0.0,,0.0,,2.49177e-05,,0.0,6.753e-07,0.03265608,0.0,,0.0,,,,0.0,0.0077408406,0.0052772407,121.5472670527,,,1.5e-09,0.0093579134,0.0,,,104.9903998373,2.0631e-06,0.0,,6.6979385387,,0.0368423309,0.0,0.125645169,0.0473514869,,0.0009027541,0.0,,4.3098816189,0.0,0.0,0.0028820844,0.0,0.0,,0.0002577232,1e-10,0.0,0.0034211584,,,0.002156174,1.8615e-06,,,,0.0046481192,1.02e-08,,0.0344633074,,,,,,,0.0,0.0120696382,,14.4752770756,0.0378117164,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7.249e-07,,,,,,9.61324e-05,,,,,,,,,,,,0.0,,,,,,,,,0.0,3e-10,,5.9039726854,,,,2.639e-07,,,,,,,,,,,,,,,,,,,,,,,0.0,2.539e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10417e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,1398223,9263,4e-10,,,,,6.0598e-06,0.0,4.00037e-05,2.11838e-05,0.0,,,0.0,,0.0,,0.0021601673,0.0252960607,0.0791050391,0.8796458912,,,,0.0001074888,0.0273124438,0.0,,0.0217668225,0.0,,,0.0011476493,0.0,0.0043099836,1.6285e-05,0.0005934714,0.0679908693,,6.9499e-06,,,0.0029189403,,,0.0,0.0,,,2.04685e-05,0.0047390214,,7.61499e-05,,0.0162031897,0.0,0.0,,,,,0.0,,6.241e-07,0.0,,,,,0.0,0.0,0.000341034,,,0.0,,,,,,,,,,0.0,,,,,1.5276e-06,,,9.60378e-05,,,0.0,,6.062e-07,,,,,,,,,,,,,,,,,,,,,,,,,1.6086e-06,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,1398223,77853,0.0,0.018994725,,0.0015749781,0.0,0.0012503465,0.0002119003,0.069921938,0.0023626009,0.0,0.0,,0.0,,5.1375877252,1.46561e-05,2e-10,34.9017673671,0.0464223484,13.9360936827,0.0,,0.0191569358,0.0005271818,0.0,0.0,,11.8991187773,0.0,,0.0,0.8723976571,,0.0002237245,0.0,0.0891128846,5.5119792579,2.1928e-06,8.74507e-05,0.0,,11.2097431082,0.0,0.0,1.0442e-06,4.6078e-06,,,3.9090464497,0.0,0.0028468855,0.0012989627,,0.0,2.34e-08,0.0070117542,,0.0,,0.06807602,0.0,,7.8448e-05,,,,,,0.0,3.5081e-05,0.0,,,0.001415467,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,3.8e-08,0.0002148323,,,,0.0,0.0,,,,8.311e-07,,,,,0.0,,,0.002091959,0.0001165372,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9658195587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trubbish,1398223,248,,,,,,,,,,,,2.58658e-05,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,1.72394e-05,,,4.185506544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druddigon,1398223,7881,,,,7.456e-07,0.0,0.3902355406,,0.0,0.0,1.84e-08,,,,,,,,0.0001442549,0.0,0.0249183535,,5e-10,,2.4e-09,,1e-10,,8.42628e-05,0.0,,,0.0,,0.0,0.0,0.0251533224,0.0,0.0114487229,,,,0.5773697153,,,0.0,,,,,,,,,,0.0,3e-10,,,,0.0,0.0,,,,,,,,0.0,4.25e-08,,,,1.72e-08,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,3.1052e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.25e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,1398223,57778,0.0018010456,0.0006523745,,2.706e-06,,0.0358994979,2.4955e-06,0.0,0.0552898055,,0.0020856517,0.0051121278,0.0397102737,0.0,,,4.66641e-05,0.0171142389,0.003299644,0.0379616875,0.0045012786,,0.0,0.0082041543,0.0,1.695e-07,0.0,0.0164140062,,,0.0,20.1144095522,0.0014400177,0.1517031055,3.967e-07,0.9272212371,2.3070861622,0.003165907,0.0,0.0001230156,1.8331e-06,0.0469793762,0.0,,0.0020549726,0.0202485788,0.1906644034,0.0,0.0,,0.0082574558,9.35679e-05,,5.73279e-05,0.0308993477,4.4567e-06,,0.0001343926,0.0,0.0,0.0,,0.00016908,,,,,,2.8e-09,0.0397513262,,,,,,0.0099998154,,,1.862e-07,,,,0.0,0.0006199331,,,,0.0058341114,,0.0,,4.2983e-05,0.0003182645,,,,0.0,,,,0.0,,,,,,1.97349e-05,0.0015737951,0.0,,,,,,,,,,,,0.0,0.0,,,1e-10,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,1398223,100246,4.908e-07,0.003696345,0.0,7.4363225133,7.91e-08,18.1697069158,1.3276130455,1.9e-09,0.0003616827,0.1639605537,0.0,0.0,0.0019868535,0.0,0.0,6.76e-07,7.11e-07,0.4015192237,0.4734772788,0.1623716802,1.055e-07,,,0.0246650783,4.85798e-05,0.0008203812,7.4372e-06,0.0597293563,0.0001933233,0.0142924427,5e-10,0.1327871253,0.0010582665,0.0775206043,4.8578e-06,222.6343777147,1.5537884441,69.8987402531,0.0128275153,0.0061112863,9.4e-09,21.819401988,,,1.16099e-05,0.0007805394,2.8266531348,,0.0006801846,0.0,0.0197053409,0.0004378733,,0.0,0.0019484062,9.3874694936,,0.0001776384,1.5e-09,0.0098438706,9.03953e-05,2.333e-07,0.0023413037,0.0001992153,,0.0,5.64e-08,9.1118e-06,8.2897e-06,0.084275287,5.03e-07,0.0,0.0,3.0503e-06,,0.0002164618,,,,0.0,0.0,0.0,2.8806e-06,,,,0.0,0.0,,0.0,0.1252378919,2.576e-07,1.03524e-05,2.47e-07,,7.3e-09,,,,0.025882078,,,9.474e-07,0.0,2.08049e-05,,,0.0,2e-10,6.958e-07,,,,,0.0020348813,0.0,0.0823526682,0.0,,0.0,0.0,,,0.0,2.0637e-06,5.7146e-05,1.3e-09,,0.0,0.0,,,3.454e-07,,,,,,,0.0,,,1.48814e-05,,,,,,,,0.0,,,,,,,,,0.0,,,,,,7.552e-07,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0021084679,0.0,1.53252e-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
