pokemon,number_of_battles,Raw count,Items_scopelens,Items_chopleberry,Items_rockmemory,Items_petayaberry,Items_mentalherb,Items_pechaberry,Items_rockyhelmet,Items_ironball,Items_figyberry,Items_focussash,Items_oranberry,Items_pixieplate,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_spelltag,Items_widelens,Items_dragonmemory,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_expertbelt,Items_aguavberry,Items_adrenalineorb,Items_weaknesspolicy,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_blukberry,Items_choicespecs,Items_oddincense,Items_razorclaw,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_nothing,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_leppaberry,Items_ejectbutton,Items_metronome,Items_zoomlens,Items_powerherb,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_charcoal,Items_yacheberry,Items_magoberry,Items_ovalstone,Items_keeberry,Items_electricseed,Items_protectivepads,Items_muscleband,Items_shockdrive,Items_roseliberry,Items_heatrock,Items_kingsrock,Items_leek,Items_sharpbeak,Items_heavyball,Items_mistyseed,Items_darkmemory,Items_whiteherb,Items_marangaberry,Items_fullincense,Items_healball,Items_chartiberry,Items_custapberry,Items_blacksludge,Items_payapaberry,Items_poisonbarb,Items_blackbelt,Items_focusband,Items_shucaberry,Items_metalcoat,Items_lightclay,Items_tr25,Items_colburberry,Items_apicotberry,Items_terrainextender,Items_stickybarb,Items_kasibberry,Items_machobrace,Items_luminousmoss,Items_ringtarget,Items_masterball,Items_smoothrock,Items_occaberry,Items_starfberry,Items_silverpowder,Items_hondewberry,Items_berryjuice,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_firememory,Items_cheriberry,Items_bindingband,Items_ejectpack,Items_rowapberry,Items_bigroot,Items_bugmemory,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_babiriberry,Items_cobaberry,Items_liechiberry,Items_energypowder,Items_lightball,Items_electricmemory,Items_gripclaw,Items_electirizer,Items_mysticwater,Items_souldew,Items_fightingmemory,Items_nevermeltice,Items_poisonmemory,Items_poweranklet,Items_beastball,Items_flyingmemory,Items_rockincense,Items_dragonfang,Items_grepaberry,Items_rawstberry,Items_snowball,Items_watermemory,Items_softsand,Items_shedshell,Items_aspearberry,Items_grassmemory,Items_tr24,Items_greatball,Items_cellbattery,Items_ghostmemory,Items_fossilizedbird,Items_rindoberry,Items_seaincense,Items_waveincense,Items_floatstone,Items_jabocaberry,Items_fairymemory,Items_powerweight,Items_habanberry,Items_adamantorb,Items_steelmemory,Items_tangaberry,Items_magmarizer,Items_icyrock,Items_kebiaberry,Items_duskstone,Items_destinyknot,Items_flowersweet,Items_psychicmemory,Items_quickpowder,Items_levelball,Items_micleberry,Items_protector,Items_powerbelt,Items_powerbracer,Items_upgrade,Items_dragonscale,Items_fossilizeddrake,Items_pokeball,Items_parkball,Items_ultraball,Items_groundmemory,Items_persimberry,Items_rustedsword,Items_bottlecap,Items_galaricacuff,Items_ribbonsweet,Items_goldbottlecap,Items_berrysweet,Items_rarebone,Items_leafstone,Items_rustedshield,Items_roseincense,Items_icememory,Items_sweetapple,Items_tr64,Items_prismscale,Items_metalpowder,Items_chilanberry,Items_diveball,Items_thickclub,Items_pinapberry,Items_whippeddream,Items_deepseascale,Items_shinystone,Items_duskball,Items_fastball,Items_chippedpot,Items_tr43,Items_dreamball,Items_kelpsyberry,Items_icestone,Items_tr71,Items_lustrousorb,Items_premierball,Items_luxuryball,Items_tr78,Items_tr16,Items_netball,Items_sunstone,Items_tamatoberry,Items_powerband,Items_cherishball,Items_repeatball,Items_waterstone,Items_pomegberry,Items_dubiousdisc,Items_tr98,Items_tr69,Items_tr10,Items_deepseatooth,Items_quickball,Items_fossilizedfish,Items_griseousorb,Items_burndrive,Items_loveball,Items_starsweet,Items_tartapple,Items_lovesweet,Items_thunderstone,Items_chilldrive,Items_tr00,Items_reapercloth,Items_tr89,Items_tr99,Items_sachet,Items_qualotberry,Items_crackedpot,Items_tr88,Items_tr53,Items_tr15,Items_dawnstone,Items_tr02,Items_safariball,Items_tr08,Items_tr01,Items_tr32,Items_tr19,Items_tr46,Items_tr42,Items_sportball,Items_tr55,Items_dousedrive,Items_tr75
Latios,1336739,75089,1e-10,,,,0.0002537826,,0.003726003,0.0,0.0,0.1418823228,,,2.3e-09,,0.0,,0.0,0.0,,0.0,0.0,0.0183451343,26.3264725162,,0.4605556806,1.18964e-05,0.0004293104,25.3470427786,7.78e-08,,0.052881525,,152.9527205224,,,1.3235604963,11.851905368,0.2816994717,7.037e-07,,0.0,0.0003428848,,,2e-10,,0.0005718089,0.0110618203,,,,0.0002724269,0.0,,0.0023714882,0.0112331727,0.0156350509,1.28418e-05,,4.4798e-06,7.10926e-05,,1.397e-07,,,,2e-09,,,,,,0.0,,,,0.0,0.0,,,,,,,5.125e-07,,,,,0.0453350309,0.0,,,0.0,,,,1.7580435441,,0.1086380428,,,6e-10,0.0051521014,,,0.083711259,,0.0,,,,,,0.0005283981,,,,,,0.0265296214,,,,,,,,,,,,,0.0,,,,,4.7371885219,,,,,,0.0,,0.00078358,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durant,1336739,8605,,,,,1.56697e-05,,3.1201e-06,,0.0,0.0260627366,,,,,,,0.0002222166,,,,0.0,6.36e-08,1.8727413039,,1.9452e-06,0.0,,2.54024e-05,0.0,,0.0,,0.0,,,0.0002654288,0.0310283121,0.0,0.0,,0.0,1e-08,,,0.0007333724,,0.0802579577,0.0,1.17696e-05,,,0.0016215984,,,0.1242117013,3.3e-09,0.0,0.0,,2.1039e-05,0.0,,0.0228768911,,,,0.0,,,3.609e-07,,,,,0.0,,,,0.0026121813,,,,,,0.0,,,,,,,,,,,,1.0574e-06,,,,,,,,,,,,,0.0002319137,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,,,4.4968e-06,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,1336739,30866,0.0,,,,,9.215e-06,8.0824838361,,6e-10,1.23471e-05,,,,,0.0,,0.0,,0.0,0.0112521432,,4.2635250206,68.2872184014,,0.000154172,0.0002560758,0.0004377306,8.89198e-05,5.4016e-06,,2.6054724387,,1.21177e-05,,,8.9688310459,2.2878209068,0.0,0.0,,,0.0046908943,,,0.0,,1.436e-07,1.0764e-05,,0.0,,0.0020835443,2.4e-09,,3.6365560966,0.0037580072,0.0,,,,0.0,,0.0011843255,0.0,,,,,0.2870725569,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,,,0.0054758935,,,,0.000213945,,,,12.7640713329,0.0,5.66179e-05,,,,,,1.86149e-05,,,,2.296e-07,,,,,,,0.0,,0.0972596454,,0.0001367305,,,,,,1.8720726386,0.0,,0.0009289943,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,2e-08,,,,,,,,0.0061620234,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.4197e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,1336739,34495,0.0004138664,1e-10,,,5.30831e-05,,0.0020605995,5.1e-09,0.0182556362,0.0470632546,0.0,,,0.0,1.029e-07,,4.131e-07,,1.7365e-06,0.0,0.0020139645,1.0381193174,0.1024594879,3.37916e-05,0.0015316508,0.035881287,1.1e-09,0.6842871154,0.0361395979,,32.87783036,,0.0006192028,,0.0002181732,0.2163949344,0.3968554867,1.03951e-05,0.0002266971,,,0.3257151316,,,0.0003336123,,0.0,,,0.0,1e-10,5.42e-08,,,0.0539333584,0.005380927,0.0008172065,0.0004377479,4e-10,0.0,2.5254e-06,,0.0001030426,0.0,,5.2988e-06,,0.0095873342,,0.0635743077,,,0.0,0.0,2.1239e-06,,,0.0006386415,,,,,,,,,,,0.0049049039,,,,,0.0007790879,0.0,0.022819457,,,,,,,,,,0.0,,,,,,2.63429e-05,,,,0.0,0.001739308,0.0,0.0,,0.0,,,,,,,0.0,,,,5.68977e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.245e-07,,1.90801e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres-Galar,1336739,29905,0.0,,,0.0051308474,0.0,0.0,0.001316205,0.0,3.64e-08,0.011020401,,0.0,,0.0,1.64584e-05,,0.0015932536,,0.5411158426,0.0,,0.0609018378,0.0658094981,0.048018149,0.0006374206,0.0061277944,0.0,8.9269819639,0.3662948441,,118.9841424556,,0.0001395878,,0.0,0.7938723202,0.1054990475,0.0,1.5044e-06,,0.0036097255,2.03445e-05,0.0,,0.0,,,8.444e-07,,1.246e-07,,0.335959303,,,0.0029719667,0.2590495652,1.5793147977,5.226e-07,4.21e-08,3.659e-07,0.000112156,,0.2151134683,,0.0035796019,0.0004608231,0.0,0.0,2e-10,0.0,,0.0,0.0,,0.0,,0.0066397663,,7.91301e-05,,0.0,,0.0016673417,8.552e-07,,,,,,1.268e-07,,,,0.0,2.0625e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araquanid,1336739,26215,,0.0,,,0.0001007457,,0.0252179082,,0.0020878886,0.6403719283,,,0.0010371839,,0.0,,,,3e-10,,0.0,0.0797500146,0.005077397,0.0,0.0001011271,0.0202786558,1.339e-07,3.4114e-06,0.0514909134,0.0035814217,5.0060016235,,0.5865625871,,,1.4326996867,0.0,1.4639e-06,0.0015940246,,,1.44954e-05,,,0.0,,0.0,1.1471808601,,,,,,,1.7710987711,0.0,0.0079263526,,1e-10,6.1e-09,0.0001791829,,0.0,,0.0,0.0,,,,7.478e-07,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0040541911,9.504e-07,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0003832177,,,2.63429e-05,,,,7.1403e-06,0.0,,,0.0,,,,,0.0,,0.7151160434,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.79e-08,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres,1336739,44539,0.0,,,,0.0,,0.0007048176,0.0,2.273e-07,0.0002960069,,,,0.0,0.0002133489,,0.0,,0.0004423529,,0.0,0.0014347626,0.0003135908,,0.0008548579,0.0017800471,,0.0003908628,0.0,,77.3142395637,,0.0441033658,,,0.0168919352,0.088801938,0.0,0.0,,0.0,0.000201137,,,1.788e-07,,0.0,,,0.0022266059,,0.0,2.43e-08,,5.546e-07,,2.0037e-06,2.03923e-05,,0.0,,,,,0.0019685582,0.0,0.0,3.429e-06,,0.0009697497,,,0.0,,0.0002592032,,,9.03e-08,0.0,,0.0,,,,0.0,,,,8.58357e-05,,,,,,,,,,,,7.027e-07,,,,,,,,,,,,,1.0895e-06,,6.877e-07,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,1336739,110894,6.328e-07,0.0,,,0.0005297105,,0.0310066701,,0.0,25.30340187,,,0.0,,0.0003680115,,5.4473e-06,,0.0004724816,0.0,1.0101e-06,0.0015713956,0.0227851339,,0.0320707374,0.0344590265,,0.0897495832,0.003109396,7.4983e-06,1.4836039444,,0.0005437465,,0.0001915221,0.2921299941,0.0114463066,4.143e-07,0.0004098716,,,0.0006817975,,,5.6846e-06,,0.0,0.0003430839,0.0,2.61e-08,,5.8117e-06,,,0.1868791747,9.39343e-05,4.4e-09,,,1.8284e-06,3.30736e-05,,0.0001567348,1.4e-09,2.80857e-05,1.158e-07,,,,0.0,,,,,7.58557e-05,,,,205.3258731322,,,0.0471169885,,,1.7338782608,,,,,2.497e-07,0.0,,,,2.45995e-05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0028970637,,0.0,,,,,,,,,1.6742e-06,,,,0.0003467751,,1.3711e-06,,,0.0072302505,,,,,,,,,,,,,,,,,,0.0,,0.0,,2.38223e-05,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros,1336739,8844,0.0,0.0,,,,,0.0369965946,,0.0,2.2801e-06,,,1.47831e-05,,,,0.0,,0.0,,0.0,2.17595e-05,2.0782654013,,0.0022328834,7.5978e-06,0.0,0.0,7.093e-07,,0.0002012932,,1e-10,,,1.99905e-05,0.0017953349,,,,0.0,2.7335e-06,,8.4468e-06,,,,0.0,,0.0,,0.0,,,0.0549928948,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,0.0021943699,,,,1.25e-08,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,2.44e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,1336739,22342,,,,,2.751e-07,,1.0036871608,1.02e-08,0.0,0.0603675849,,0.0,0.0066677162,,0.0,,0.0007734934,,0.0,,0.0467928791,2.6864e-06,0.0,,0.0,0.0003910913,,0.0225400346,2.174e-07,8e-09,0.0090938945,,0.1094978657,1.7668e-06,0.0,2.2128350801,0.0003580873,2.623e-07,0.0,0.0017824672,,0.0003882092,,,0.0013822714,,7.7422814762,,,,,0.0001174198,,,0.0028037374,0.0001391628,0.0016198276,0.0017713834,0.0,0.0,0.0018546804,,0.0021852646,,,,,,,0.0,,0.0,,,,,,1.00762e-05,,,,,,,,,0.1174531286,,,,0.0,,0.0,,0.0,1.634e-07,0.0,5.5525707304,,,,0.0,0.0003744938,,0.0,,2.020183558,,,0.0007011654,0.0,,,,,,,,,,0.0,,6.6519e-06,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togekiss,1336739,68973,2.4521318726,,,0.0,0.0,2.245e-07,0.0069971301,,0.0,0.1990285087,,4.37798e-05,,0.0,0.0025752896,,0.0293498043,,0.0014633183,0.0,,0.1800925889,0.0485305379,,0.0368278336,0.0111932117,0.0,0.0095589826,0.0141616547,,6.5942056135,,0.1252797426,,0.0029214622,18.1457602386,10.4215439244,1.16319e-05,0.0023190241,0.0,0.0030061879,0.0206456336,,0.0003203553,0.0002100807,0.0,0.0,0.014899415,2.3608e-06,3.3e-09,0.0,0.0116472509,3.4483e-06,,0.0021171552,0.000845311,0.0001141146,0.0,0.0,9.97844e-05,0.0010168856,,1.8553629119,0.0,0.0120238995,2.8026e-05,,0.0,0.0155997246,0.0,,0.0,,,,,,0.0,0.1391704976,,0.0034760943,,2.7e-09,,0.0,0.0,,2.4352e-05,1.944e-07,,,,,,0.0,,,0.0001353674,,,,,1.5883e-06,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,3.8187119667,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0001682233,,3.159e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piloswine,1336739,3011,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,5.81941e-05,,,,,,8.93336e-05,,,1.0546327235,,,,,,,,,,0.0024650641,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1336739,67715,2.15e-08,,,,0.0,,0.0862527244,,6.3793e-06,0.0012891913,,,,0.0,5.961e-07,,0.3922353633,0.0,0.0,0.0,0.0003329996,0.0379660865,41.4179454404,,1.9216796174,0.0009558231,0.0,1.3e-09,2.6859e-06,,4.9565754827,,0.4638297107,,,10.132297398,0.5889779798,0.0094225663,8.289e-06,0.0,,0.0003146361,,,0.0,,,3.5488e-06,0.0001371509,0.4490466304,,0.1227379636,,0.2075680525,16.5932555996,0.0005799387,0.0006398424,1.25048e-05,,0.0760303638,,,1e-10,,,8.0831e-06,,0.0,,0.0,,2.23e-08,0.0,1.673e-07,0.0194273239,,1e-10,,8.09e-08,,,,,,9.45e-08,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,8.54e-08,,,,,0.0004924172,,,,,,2.56166e-05,2.2e-09,,,,,,,,,,,,,,0.0008199096,0.0,,,,,,,,,,,6.26313e-05,,,,,,,9.38716e-05,,,,0.0,,,,,,,,,,5.84855e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1336739,50433,0.0007352036,,,7.53e-08,0.0032011823,1.86e-08,0.2186925263,0.0,0.0004268542,0.0643563912,0.0,,0.0,0.0,0.0,,0.1303382873,1.2e-09,0.0,0.0,0.0,0.0015284006,2.6568141774,,0.1622241212,0.0695123544,4.85e-08,0.0661177039,0.0014591212,9.656e-06,13.8805524815,,0.3058414886,,0.0,1.5329536609,5.9423489139,1.2688226732,4.781e-07,,0.0796317352,0.0003100727,0.0,,2.33e-08,,0.0,0.1032629214,5.9e-08,1.85148e-05,0.0,1.86289e-05,,,0.5206797965,0.1159771925,0.0026936732,0.0,0.0,2.468e-06,5.13855e-05,,0.0138612799,,0.0,,,,0.0111259249,4.6614e-05,,0.0,0.0,0.6368878947,0.1580961736,,0.0018712861,0.0019578781,8.90246e-05,,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,0.0003467821,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,6.57e-08,,,,,0.0,,,,0.0,,9.15172e-05,,,,,,,,,,,,,,,0.0086269123,,2.01119e-05,6.7e-09,,,,,,,,1.45039e-05,,,,,,,,,,0.004949318,0.0,,,,0.0,,,,,,,,0.0002011701,,,,,,,3.2785e-06,,,,0.0013448941,,,,,,,,,,,,,,0.0,,2.6352e-06,,,,,,0.0,,,,,,,,,,,,,,,,,2.052e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1336739,18052,,0.0,,,,,0.0002794577,,0.0,0.0003896064,,,,,0.0006743129,,,,0.0,,6.26263e-05,0.0001267908,15.7818334365,,0.2819880688,1.46e-08,0.0,1.48e-08,0.0003452395,,19.9671380491,,3.81712e-05,,,1.2627085756,0.0211167702,,0.0,,,0.0008281104,,,0.0,,,1.8e-09,,9.10917e-05,,0.0011772652,,8.45503e-05,0.2404246697,,2e-10,,1.5e-09,,,,5.93e-08,,,,,,,,,,,0.0008212926,0.0032750305,,,,6.5762e-06,,,,,,0.0,,,,,0.0001132323,,,,,0.0,0.0070185434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0002939525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1336739,33735,0.0,,,,2.1835e-06,,0.0536286696,3.11602e-05,2.18003e-05,0.500344227,0.0,0.0,2e-09,,0.0002966421,,1.4713e-05,,0.0,0.0,0.028110391,0.3804149053,0.0342915092,,0.0116683043,0.0112373963,0.0,0.7099195049,0.0524385822,,7.46035e-05,,0.0001275154,7.62e-08,0.0,0.6039996893,0.0194615116,0.0,0.0073868528,0.0028915174,0.0,0.0087304909,,1.3e-09,0.0012578468,8e-09,0.0,0.0209659758,2.5e-09,0.1439518798,,1.074e-06,,2.919e-07,0.687496658,0.0025887933,7e-10,5.03e-08,,2.90928e-05,2.3043e-06,,1.0146e-06,0.0003993495,,,0.0,0.0,,7.91222e-05,,0.0,0.0,0.0,2.2413162771,,,,1.7e-09,,,,,,0.0,,,,,0.0665734361,0.0,,,0.0,8.24111e-05,0.040479066,0.0051228372,0.1206410384,,0.0,0.0,,0.0,2.05717e-05,,0.0,0.0,,,3.02155e-05,,,,2.868e-06,0.0,,,,1.6e-09,,,,,,,0.0,,,,5.287e-07,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1336739,25712,0.0021435619,,,,0.0,0.0,0.012176125,,0.0002770844,0.2450350487,,,0.0017300374,,0.0,,6e-08,2.886e-07,,0.0003879066,1.09538e-05,0.0020233962,9.2851564114,3.3498e-06,0.0214418379,0.0032564304,2.8e-09,0.016365586,5.51564e-05,6.891e-07,0.0514349164,,0.0,,5.24728e-05,1.0460385068,0.0915554915,0.0,0.0001876399,,,8.085e-07,0.0,,1e-10,,,6.858e-07,6.9145e-06,2.59909e-05,,9.10604e-05,0.0,,1.1704637916,2.7723253009,0.0002476839,,,0.0,0.0072538234,,0.018115468,,,1.1e-09,,,4.5546e-05,0.0,,,0.0150630405,0.0090832299,6.3055734348,,1.82635e-05,,1.174e-07,,,,,,0.0137567707,,,,,1.9e-09,,,2.553e-06,1.92944e-05,0.0004339715,,,0.0,,,,,0.0,,,9.76e-08,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,3.2786e-06,,,,,,,,,,,,,,,0.4450683895,,,5.57e-07,,0.0,,,,,,0.0,,,,,,,,,,0.1201218896,,,,,,,,,,,,,,,,,,,,,,,,2.59188e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,1336739,7508,9.147e-07,,2.9487e-05,6e-10,,0.0,0.0010521117,0.0,,0.3890882372,,,,,0.0,,,,0.0,,,0.0014908213,0.062538243,,7.845e-06,0.0002641311,1.9697e-06,0.0,0.0,,0.2070532761,,0.6018403711,,,0.0019055404,4e-10,0.0,0.0036816574,0.0,0.0003395949,0.0,,0.0,,,1.4868e-06,0.0,5e-10,,,5e-10,,0.000196265,0.0,0.0,,,0.0012182891,2.611e-07,2.27e-08,,0.0,,,,,,,,,,3.1192e-06,,,,,,5.7e-08,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,1.491e-07,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak,1336739,4783,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,4.42e-08,,,7.119e-07,,,0.0,,,,0.0011485301,,,0.0008588112,,,,,,0.0,,,,,,,,0.0,,,,,0.0,4.4e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1822863133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,1336739,9181,,0.0,,,,,0.0018712121,,6.3944e-05,0.0001144502,,,,,1e-10,,0.0,,,,0.0,0.0260256902,0.0005380351,,1.697e-07,1.29813e-05,0.0003451257,3.375e-06,0.0001334127,,0.0406905313,,1.4198230952,,0.0,0.0455333076,0.1813687633,,4.46e-06,,,6.144e-07,0.0,,,,,,,,,0.0,,,0.0,0.0001333497,5.78e-08,0.0,0.0,0.0421246975,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,4.0967e-06,,,,,,,,,,,,0.0084889436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012825722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
