pokemon,number_of_battles,Raw count,Items_petayaberry,Items_blackglasses,Items_cellbattery,Items_metalcoat,Items_chopleberry,Items_firememory,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_focussash,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_sitrusberry,Items_stickybarb,Items_floatstone,Items_mentalherb,Items_aguavberry,Items_ironball,Items_weaknesspolicy,Items_scopelens,Items_kingsrock,Items_adrenalineorb,Items_charcoal,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_nevermeltice,Items_leftovers,Items_mistyseed,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_flameorb,Items_wiseglasses,Items_prismscale,Items_liechiberry,Items_nothing,Items_silkscarf,Items_electricseed,Items_eviolite,Items_ringtarget,Items_metronome,Items_zoomlens,Items_blacksludge,Items_iapapaberry,Items_blunderpolicy,Items_fullincense,Items_powerweight,Items_choiceband,Items_lumberry,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_lansatberry,Items_pechaberry,Items_yacheberry,Items_figyberry,Items_poisonbarb,Items_rowapberry,Items_protectivepads,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_whippeddream,Items_keeberry,Items_sharpbeak,Items_damprock,Items_darkmemory,Items_enigmaberry,Items_heavyball,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_safetygoggles,Items_laxincense,Items_mysticwater,Items_chartiberry,Items_goldbottlecap,Items_payapaberry,Items_blackbelt,Items_shedshell,Items_muscleband,Items_bigroot,Items_focusband,Items_cobaberry,Items_shucaberry,Items_silverpowder,Items_twistedspoon,Items_passhoberry,Items_absorbbulb,Items_starfberry,Items_roseincense,Items_ejectbutton,Items_cheriberry,Items_lightclay,Items_jabocaberry,Items_apicotberry,Items_bindingband,Items_ejectpack,Items_softsand,Items_gripclaw,Items_luminousmoss,Items_chilanberry,Items_bugmemory,Items_lovesweet,Items_oranberry,Items_miracleseed,Items_utilityumbrella,Items_babiriberry,Items_occaberry,Items_smoothrock,Items_lightball,Items_pixieplate,Items_colburberry,Items_psychicmemory,Items_terrainextender,Items_electricmemory,Items_oddincense,Items_dragonfang,Items_groundmemory,Items_pinapberry,Items_magnet,Items_energypowder,Items_fightingmemory,Items_leafstone,Items_seaincense,Items_persimberry,Items_spelltag,Items_kasibberry,Items_griseousorb,Items_ghostmemory,Items_pokeball,Items_poisonmemory,Items_flyingmemory,Items_hardstone,Items_grepaberry,Items_tr69,Items_netball,Items_rawstberry,Items_deepseascale,Items_snowball,Items_steelmemory,Items_leppaberry,Items_tr68,Items_tr64,Items_tangaberry,Items_masterball,Items_icyrock,Items_diveball,Items_rindoberry,Items_waveincense,Items_fossilizeddrake,Items_bottlecap,Items_loveball,Items_aspearberry,Items_watermemory,Items_friendball,Items_healball,Items_tr43,Items_micleberry,Items_deepseatooth,Items_poweranklet,Items_electirizer,Items_machobrace,Items_hondewberry,Items_repeatball,Items_tr20,Items_firestone,Items_tr02,Items_galaricacuff,Items_powerbelt,Items_powerbracer,Items_fairymemory,Items_cherishball,Items_rustedsword,Items_parkball,Items_powerlens,Items_tamatoberry,Items_dousedrive,Items_dragonmemory,Items_dragonscale,Items_tr55,Items_ultraball,Items_adamantorb,Items_rockmemory,Items_chippedpot,Items_tr89,Items_destinyknot,Items_cloversweet,Items_habanberry,Items_shinystone,Items_tr67,Items_kebiaberry,Items_powerband,Items_kelpsyberry,Items_tr08,Items_grassmemory,Items_leek,Items_nestball,Items_fastball,Items_tr78,Items_tr07,Items_rarebone,Items_waterstone,Items_quickpowder,Items_metalpowder,Items_fossilizedfish,Items_thickclub,Items_rustedshield,Items_blukberry,Items_tr14,Items_souldew,Items_tr00,Items_ovalstone,Items_ribbonsweet,Items_tr41,Items_icememory,Items_chilldrive,Items_icestone,Items_shockdrive,Items_lustrousorb,Items_tr06,Items_pomegberry,Items_magmarizer,Items_tr09,Items_greatball,Items_duskstone,Items_luxuryball,Items_tr17,Items_strawberrysweet,Items_sunstone,Items_upgrade,Items_tr25,Items_burndrive,Items_tr50,Items_sachet,Items_fossilizedbird,Items_moonstone,Items_tr18,Items_moonball,Items_tr91,Items_crackedpot,Items_duskball,Items_flowersweet,Items_premierball,Items_quickball,Items_qualotberry,Items_tr99,Items_tr65,Items_protector,Items_tr94,Items_tr61,Items_tr86,Items_tr36,Items_tr23,Items_tr34,Items_tr72,Items_tr71,Items_tartapple,Items_sweetapple,Items_tr05,Items_tr54,Items_thunderstone,Items_tr83,Items_tr35,Items_tr96,Items_tr38,Items_tr76,Items_dawnstone,Items_tr97,Items_berrysweet,Items_tr37,Items_tr87,Items_tr26,Items_reapercloth,Items_timerball,Items_tr15,Items_tr10,Items_sportball,Items_dubiousdisc,Items_starsweet,Items_safariball,Items_dreamball,Items_tr03,Items_tr39,Items_levelball,Items_tr70,Items_tr24,Items_tr53
Tauros,1485104,8061,,,,,0.0,,0.0013135979,,,0.0029004222,0.0,,0.0,0.0003353429,,0.0,0.0001320536,3.738e-07,0.4479840617,0.0,0.0,,,0.0,,0.0,0.0013806002,0.0,,0.0,0.0,7.8397e-06,0.0,0.0,,0.0090951882,,0.0059395382,,0.0,,0.0,,,,9.105e-07,0.0,0.0,3.06478e-05,,0.0,,0.0,,0.0,,,0.3135509204,,,,,3.535e-07,5e-10,,2.4102e-06,2e-10,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,1e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4e-09,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,1485104,24014,,3.8e-09,,,,,0.0451182147,1.21372e-05,,0.0185193256,,0.0013784759,0.0,0.0,,1.94e-08,1.2074e-06,0.0,0.0,0.0550468348,0.0022643861,,0.0003038084,0.0036364841,0.001054187,0.0001868108,,,,,1.3247e-06,,0.0044706716,1e-10,,0.452546565,5.26e-08,0.0583765888,3.87911e-05,0.0003737163,,1.5347e-05,,,0.0,0.0002126445,,0.0,0.0,3.1406112047,,5e-09,0.0112479749,4.5437e-05,,5.495e-07,,2.822e-07,,,0.0030698263,0.0,0.0039458479,0.0,,0.0,,,,,,,0.0,,,,,,0.0074159399,,0.0,,0.0027162122,,0.0,,,,0.0,0.0,,,,,,,,,6.718e-06,,,0.0008962272,,0.0,,,,,0.1989129936,,1.2662424751,,,,0.0,,,,,,0.0010253914,,,0.0,,0.0001352586,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,1485104,315091,,0.0,,,,,403.4337010548,0.0005663129,3.056e-06,0.0084685062,,0.0,8.95e-08,2.272e-07,,0.0,2.9000512935,0.0521197833,0.2284204807,0.0085275387,0.0,,0.0882101051,0.0107934093,0.0,0.0041513241,1.7889e-06,0.0,,,281.4875125539,0.0,1.9380834203,5.14788e-05,,8.3112293475,,0.1498807179,6.7981e-06,0.0013903716,0.0,9.832e-07,4.989e-07,,,3.4542846508,,0.0,0.0417718826,0.0178092584,1e-10,0.0091269666,0.0,0.0230785413,0.0,0.0,,0.0001774625,0.0560937991,2.704e-06,0.0001749909,0.0,0.0,0.0041686406,0.0,1.51814e-05,0.0,0.0007847638,0.0002185338,,0.0,,0.0010163948,,0.0,,,4.88e-08,0.0693796957,,0.0,,0.0002457127,,0.0,0.0,,0.0,,0.0,0.0,6.072e-07,,0.0,,,0.2261956799,,,,,,,0.0034510886,,,0.0,,3.7013395882,,0.1117613167,0.0,,0.0,0.0,,,,,,,0.0,,,,,,,,7.1744511308,,0.1805550357,,2.31114e-05,3e-10,,,,,,,0.0,,,1.64686e-05,,,,,,,,,,,,,,2.75e-07,,,0.0,,0.1876301873,,4.1200329956,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07699e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32564e-05,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,1485104,79694,,,0.0,,,,0.0015476453,6.0256e-06,,0.0096282214,0.0,,1.9391e-06,0.0005906221,,0.0010064224,0.0149916667,0.5916878043,44.6347810313,0.0,,0.0,0.0,0.0043625987,,0.0079239966,0.0,0.0001207825,0.0,0.0,0.1611016538,0.5618637865,1.062e-06,0.0106589244,,7.4414736257,,0.6218998078,0.0002745311,4.1805e-05,,0.0,,,0.0,2.83715e-05,,9e-10,0.0,,0.01162213,0.0424125469,,0.0,0.0937337466,0.0,,2.4768968214,0.0088068872,0.0003612015,0.0,,0.0,2e-10,,3.6422e-06,,,,,,0.0,9.44992e-05,,,0.0025822058,,0.0,,,,,0.0,,,,7.602e-07,0.0,,1.1136e-06,,,,0.0,,,,0.0010709483,,1.65004e-05,,7.35e-07,,,,,,,0.0,,,,,0.0,0.0049142726,,,,,,,0.0,,,,,0.0,1.6836e-06,,3e-10,,,0.0,,0.0005496543,,,3.8937520613,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.761e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,1485104,65127,0.0001334726,0.0,0.0,,,,0.0173696271,2.1891e-06,,0.0319678252,0.0,,0.00025308,3.1e-08,0.0,,0.0168175567,0.0236149821,1.8939423968,0.0057603798,,,0.0,0.0009995578,,0.0380197852,4.8031e-06,1.212e-07,0.0,3.294e-07,32.7322134155,4.19501e-05,0.2929654486,0.0002197524,,0.1408243833,,0.5157495312,0.0001341576,0.156367553,0.0,0.0,,,0.0,0.0004368239,,0.0,5.8e-09,,5.593e-07,0.0,,1.17818e-05,1e-10,,,0.0105360977,1.7447672698,0.0,0.0,,0.0,4.32105e-05,,0.0001753946,,,,,0.0002014586,0.0202261294,3.285e-06,,,0.001475024,,0.1570931015,0.0,,0.0,4.52359e-05,0.0,,,0.0,0.0002009092,,,0.0,,,0.0,,,0.0,,0.0003495218,,0.0,0.0,,,,,,1.5e-08,,0.0,,,,,,3e-10,8.09953e-05,,,,,,,,,,,,,,,,,,,0.0046442282,,,,,,,,0.0014107475,,,,,,,,0.0,,,,1.26404e-05,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,0.0,2.3062e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,1485104,20475,,,8.2733e-06,,,,0.0,,,0.0004514882,,,0.0,0.0,,0.0010292524,0.0115883616,0.0051821308,6.1842121365,0.0,,,0.0,1.7715e-06,0.0,0.0,,0.0,0.0,,18.2319371036,0.0059595275,0.0003922456,0.0110468437,0.0001651451,0.0010933153,,0.0109983205,0.0,0.0,,,,,,0.0014287873,,,0.0,0.0,0.0015740715,3.45e-08,,3.84e-07,6.09598e-05,,,0.0973443571,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,5.2373e-06,,,,8e-10,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.2432182769,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010089373,,,,,,,,,,,,,,,,,,,,,,,0.0044486618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metagross,1485104,38019,,0.0,2.3283e-06,0.0040056488,,,0.0156095847,0.0,,0.0080669228,3.22e-08,0.0031249418,0.0,8.28918e-05,,0.0274288392,1.1115076702,0.0361900195,0.1938493974,0.0108008994,0.0,,0.0003096942,0.0062614684,0.0,0.3115194823,0.0,1.84416e-05,2.8309e-05,,5.74103e-05,0.1024468503,0.001048025,1.2e-09,,0.3594341833,,0.0794609796,2.1221e-05,9.34676e-05,0.0,0.0,1.5436e-06,,0.0,0.0079869143,,0.0,4.5892e-06,0.0019194796,5.36e-08,0.0052579293,0.0016992147,0.0,0.0018106174,0.0,,0.5815104407,4.181e-07,0.0,0.0,,0.0,0.0,0.0006133027,0.0,0.0001961666,,0.0,,,,0.0010675994,0.0,0.0,0.0,,1.5e-09,0.0,,0.0,,,,2.364e-07,,1e-10,,,,,,,,,0.0002776216,,0.00259668,,5.753e-07,,0.1404898017,,0.0,,,,,0.0,,2.10857e-05,,,,,0.0,,,,,,0.0,,,0.0,0.0174752538,,,,0.1728176912,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,6.1268e-06,,,,0.0021829626,0.0,2.0355e-06,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0053741735,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,1485104,28186,,,,,,,1.27261e-05,3.0716e-06,,0.170111083,0.0006026659,,0.0,0.0,0.0247373405,0.0,0.0024477689,0.0103364553,0.5805111469,0.0030934587,,,0.0,0.0026208194,0.0004428124,0.0123880795,1e-10,0.0004821577,,,0.0119007389,0.0,0.0,1.3819e-06,,0.0515069255,,0.0832878899,0.0196299833,2.40381e-05,,0.0,,,3.57092e-05,0.0032754955,,0.0,0.0,,6.34608e-05,,,1.3256e-06,0.0136595579,,,0.2059563854,2.6102906264,,,0.0,0.0007104993,8.45192e-05,2e-10,0.0122797062,,,0.0,,0.0,0.0,0.0002090281,0.0,,0.0074645914,,0.0001878757,,,,,,,,,0.0295375546,0.0,,,0.0,,,,,0.0,,0.0080120658,,0.0,0.0,,,0.0,,,,,,0.0,,,,,0.0019420806,0.0,,1e-10,,,,,,0.0,,,,7.41903e-05,,,,,,,0.0105717547,,,,,,,,0.000109585,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006120024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manectric,1485104,6024,,0.0,0.0,,,,1e-10,0.0,,4.14674e-05,,0.0,1.444e-07,,,7.33e-08,0.00013759,0.0009209243,0.0028351244,0.0,0.0,,0.0,0.0001782639,,,,3.724e-07,,,0.0,,0.0148678296,,,4.25544e-05,,0.0235754869,,8.13e-07,,1.77e-08,0.0,,,3.10695e-05,,0.0,0.0,0.731625499,,,,,,,,3.616e-07,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0019194796,7e-10,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1485104,12341,0.0,,0.0,,0.0,,0.0,0.0,,0.0167577162,0.0,0.0,0.0,,6.686e-07,0.0,0.0049216051,4.19e-08,0.0001124701,0.0176137501,,,0.0,3e-10,0.0,7.90794e-05,,7.8288e-06,0.0,,0.0,0.0,,2.86057e-05,,0.0,0.0002505155,0.0014922718,0.0,,,0.0,,,0.5463685914,0.0,,0.0137887094,5.2343e-05,,,0.0,,,0.0006001462,,,0.1760693419,4e-10,,,,0.0,,,0.0018828683,0.0994206318,,0.0231329845,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,0.1756904342,,,,,,,,0.0,0.0,,4e-10,,,,,,,,,0.0,,,,,,,,3.64e-07,,,,,,,,,,,,,,,,,,,,,,,,,4.5324e-05,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wigglytuff,1485104,2713,,,,,,,1.89724e-05,0.0,,0.0145146699,,,0.0,0.0,,,0.0010114692,0.0,0.0016917608,0.0,,,0.0,9.01e-08,0.0,0.0,,,0.0,,0.4077753748,0.0,0.0178150477,0.0,,0.1069914686,,0.0001518178,0.0,0.0015841982,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0013563366,0.0,,,0.0,0.0,,5e-10,0.0,0.0,,,,,,0.0,,,,,,0.0012295179,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0472077417,,,,0.0,,,,,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,1485104,36711,0.0,,,,0.0,,0.0,,,1e-10,,0.0,3.1e-09,8.0479e-06,,,0.0,8.9e-09,1.6317e-06,0.0,,,0.0,0.0002469668,,0.0,0.0,,,,1.154e-07,,0.0152594729,0.0,,0.0031345677,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0033863785,1.355e-07,,9.4091298908,,,0.0,0.0,,,,0.0,1.8667e-06,4.59681e-05,0.0,3.5848e-06,,,0.0,,1.867e-06,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,2.3035e-05,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,1485104,222712,,0.0,8.6505e-06,0.0184998694,2.2232e-06,,0.2530116571,0.0105293685,0.0,0.4598340719,0.0,,0.0007774637,2.50608e-05,0.0,0.0172986332,56.1616297663,1.6741850479,3.8846133777,6.23688e-05,0.0,,6.89e-08,0.03764235,0.0003228947,0.2249635718,5.418e-07,0.0122034014,0.0,,0.0162296761,0.0129865468,0.0338509466,2.0337e-06,0.0,94.6896243172,5.7662e-06,0.081793546,1.33747e-05,0.0101816641,0.0,5.8647e-06,,,0.0,0.0173951041,0.0,3.1626e-06,0.0070927404,,1.2347e-06,2.2e-08,0.0,0.000226844,0.0209876656,,0.0,176.6562959325,0.0252145051,0.0,0.0,0.0,0.0,0.0077522828,18.2359535284,3.51075e-05,,,0.0002161921,,0.0,,0.0017817553,,,5.5910160283,,,0.0,,0.0,,,,0.0,,0.0,,2.46441e-05,0.0,2e-08,,0.0,,,0.0002946682,0.0,0.0002701047,0.0,1.08e-08,0.0,0.001370491,,,,0.0,0.0,,,7.48389e-05,,,,0.0,6.2708e-06,0.0,3.1043e-06,,,,,0.0,,,5.83643e-05,9.41191e-05,,,,,,6.6e-09,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,0.0,,0.0,9e-10,2.225e-07,,,,1.11e-07,0.0,,,,,,,0.0,3.3e-09,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,2.104e-07,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,1485104,76361,,0.4210169759,,,0.0,,2.6577e-06,0.0,,0.520964166,0.0,0.0,0.0,7.145e-07,0.0,0.0,0.0227703472,0.0005052431,77.1012917836,0.0012454033,0.0,,0.0,0.0003567711,0.0766130011,3.1465e-06,0.0,1e-09,1.321e-07,,3.1585057445,,0.00104979,0.0,,0.0106047463,0.0,0.0106980293,,0.0006811634,,,,,2.826e-06,0.0218619791,,0.0061975877,7.9e-09,2.1882e-06,3.89197e-05,0.0,0.0,3.71432e-05,0.0,,,74.6025791034,6.4369704589,,,,,0.009071682,4.60583e-05,0.0002568651,,0.0,,,,,0.0,9.55e-08,,0.0476290212,,,,,,,,,,,,,,,,1.3284780237,,,,4.9e-07,,0.5368243395,,0.0,,,,,,,,,1.93e-08,,,,,2.86e-08,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0008330826,0.0010766287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinderace,1485104,488743,,0.0,0.0,0.0,,9.506e-07,0.0114989451,0.0006388591,0.0,0.5334530891,9.85e-08,0.0,5.3e-09,0.0003511692,0.053563602,0.1440872217,0.4191761382,1.3087709069,44.0377982654,0.1135767544,4.6e-08,0.0,0.0,0.0135629791,0.0,0.0511913067,0.0093310254,0.030798998,0.0,0.0544849076,709.3925685765,0.0003607127,0.0303021549,0.4967547959,,0.3899960434,0.0007860713,2.7229970417,0.0270706664,0.0008658957,0.0005812528,0.0002753448,0.0,,0.0005767822,0.1293097285,0.0100084273,0.0,6.4169e-06,0.0,7.5207e-06,2.18099e-05,,0.0363676567,0.3468990483,,,16.6864421652,0.0185391232,,,1e-10,0.0089710735,0.0001593882,0.0,0.0023818145,0.0031061954,,0.0,2.9604e-06,0.0,1.0241e-06,0.0005978988,0.0,,0.0403999405,,,7.26706e-05,0.0,0.0,,,,0.0,0.0,0.0,,1.34e-07,0.0,0.0002146782,,4.31e-08,,0.0026764344,0.0012721396,,0.0681459868,,5.699e-07,,8.774e-07,0.0,5.4e-09,0.0012044648,1.57743e-05,0.0019808156,,9.432e-07,0.0,,0.0,,0.0,4e-10,,,0.0,0.0,,,3.08131e-05,0.0,1.55e-08,,0.0,,0.0,1.96282e-05,,,,0.0,0.0,,,1e-10,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,2.1e-09,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,1485104,78557,,,0.0,,0.0001900821,,0.0002612735,5.063e-07,,4.9098000698,,0.0,0.0,5.3285e-05,,7.072e-07,21.5647271578,0.0255084885,12.1907690868,0.0017749169,0.0,,0.0,0.0003273303,0.0,0.0007656866,0.0,0.0,0.000385391,,0.0540239066,0.0,0.0001984607,1.39e-08,0.8788733,1.0642624078,,2.3997129709,0.0002544843,1.83792e-05,0.0,,,,1.73e-08,0.002013143,0.0,,0.0,,2.6768228832,0.0,,0.0003722796,0.0008540215,,,8.1109009492,0.0,9.6831e-06,0.0,,0.0416789336,0.0,0.0001758351,0.0876552794,,,0.0,,,0.0,0.0244208385,,,3.48941e-05,,,,,,,,,0.0,,1.4383e-06,,,,0.0,,,,,,,1.7429e-05,,0.0,,5.9799e-06,,,0.0,0.0,,,0.0,,0.0004231174,0.0,,,1.07605e-05,5.1652210159,1.2214e-06,,,,,,,,,3e-10,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0001653925,,1.8e-09,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,1485104,28166,,,,,,,0.0211517669,0.0,,1.69135e-05,,1.67e-08,0.0,0.0050960137,0.0,0.0,2.7129949215,0.0113100661,0.0471347994,0.0053747142,0.0,,0.0,8.3928e-06,,3.08175e-05,,3.876e-07,,,9.2653e-06,,0.078956847,0.0,,0.0767580031,0.0,0.038459116,,0.0,,,1.2927e-06,,1.6616e-06,2.03112e-05,,0.0,0.0,,,0.0,2e-10,0.0,0.0,,,0.0446439033,8e-10,,,,6.7564e-06,,,3.73474e-05,,,,,,8.2283e-06,3e-10,,,,7.721e-07,0.0,0.0,,0.0,,0.0020877422,,,,0.0,,0.0,1.02976e-05,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,0.0,2.09e-08,,0.0,,,,,,6.7254e-06,0.0,,,,,,,,,,,1.80084e-05,,,,,,,,0.0,,,,,,3.7409e-06,,,,,,,,,,,,,,,0.0,,,4.78e-08,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7.99e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
